0	0	0	1244.0	4536193	499323974
0	0	1	1580.5	2527817	242561864
0	0	2	990.0	2008376	256762110
0	1	0	1182.6	4607710	516863770
0	1	1	1523.8	2538320	251217092
0	1	2	934.5	2069390	265646678
0	2	0	1078.8	4490424	531452769
0	2	1	1408.8	2460141	257978039
0	2	2	845.0	2030283	273474730
0	3	0	1034.2	4609855	548786540
0	3	1	1351.4	2491417	266159171
0	3	2	812.6	2118438	282627369
0	4	0	998.1	4732943	567158704
0	4	1	1300.6	2510074	275165504
0	4	2	790.1	2222869	291993200
0	5	0	986.7	4954032	585510293
0	5	1	1280.4	2589894	284433277
0	5	2	785.5	2364138	301077016
0	6	0	967.6	5144408	605863384
0	6	1	1243.3	2657702	294806719
0	6	2	775.8	2486706	311056665
0	7	0	917.1	5191586	630882205
0	7	1	1176.8	2673288	307546438
0	7	2	735.2	2518298	323335767
0	8	0	910.8	5489576	657229771
0	8	1	1154.4	2789986	320826941
0	8	2	737.0	2699590	336402830
0	9	0	872.5	5566951	682491940
0	9	1	1082.3	2763741	333606425
0	9	2	721.6	2803210	348885515
0	10	0	855.7	5789311	710905244
0	10	1	1038.5	2827913	348171771
0	10	2	720.9	2961398	362733473
0	11	0	822.7	5866806	735170358
0	11	1	989.1	2874395	360241309
0	11	2	696.8	2992411	374929049
0	12	0	776.8	5880168	757782477
0	12	1	928.8	2902574	371471462
0	12	2	658.7	2977594	386311015
0	13	0	727.2	10023685	1314536346
0	13	1	864.2	4981456	644500165
0	13	2	618.5	5042229	670036181
0	14	0	709.8	10932221	1372923617
0	14	1	840.3	5524476	673944260
0	14	2	602.4	5407745	698979357
1	0	0	1251.5	2971528	326214796
1	0	1	1587.4	1645364	157886840
1	0	2	1001.0	1326164	168327956
1	1	0	1186.2	2994664	335208484
1	1	1	1523.3	1636541	162377471
1	1	2	943.5	1358123	172831013
1	2	0	1082.3	2904975	342098683
1	2	1	1409.3	1578968	165512614
1	2	2	853.1	1326007	176586069
1	3	0	1042.3	2977435	351371444
1	3	1	1359.5	1597958	169882543
1	3	2	822.9	1379477	181488901
1	4	0	1006.4	3043172	362930847
1	4	1	1308.0	1602717	175630466
1	4	2	800.9	1440455	187300381
1	5	0	996.1	3179475	375940787
1	5	1	1288.9	1652565	182295120
1	5	2	796.6	1526910	193645667
1	6	0	977.4	3294714	390412048
1	6	1	1254.3	1697679	189761140
1	6	2	785.5	1597035	200650908
1	7	0	924.4	3298877	406045418
1	7	1	1184.8	1696937	197780903
1	7	2	741.8	1601940	208264515
1	8	0	916.0	3465616	422548237
1	8	1	1160.6	1761193	206085779
1	8	2	741.3	1704423	216462458
1	9	0	870.8	3474473	439552562
1	9	1	1077.8	1718745	214655427
1	9	2	722.3	1755728	224897135
1	10	0	850.1	3584653	458235616
1	10	1	1031.0	1744690	224160921
1	10	2	717.5	1839963	234074695
1	11	0	812.1	3603070	473520331
1	11	1	975.9	1757547	231682192
1	11	2	689.3	1845523	241838139
1	12	0	762.3	3580057	486585923
1	12	1	911.8	1759548	238083212
1	12	2	647.3	1820509	248502711
1	13	0	707.2	6049004	844526021
1	13	1	841.9	2992589	413175969
1	13	2	601.9	3056415	431350052
1	14	0	683.1	6563027	886481692
1	14	1	810.6	3299959	434175278
