0	0	0	0	0	6.6	685	10335822
0	0	0	0	1	5.5	11	199385
0	0	0	1	0	2.8	546	19499586
0	0	0	1	1	4.0	10	252504
0	0	1	0	0	7.9	3164	39869940
0	0	1	0	1	7.9	63	799689
0	0	1	1	0	2.5	1963	78730079
0	0	1	1	1	3.1	32	1047060
0	0	2	0	0	7.2	4211	58185620
0	0	2	0	1	6.2	77	1239747
0	0	2	1	0	2.3	2369	101055038
0	0	2	1	1	1.9	27	1400978
0	0	3	0	0	5.6	3397	60837582
0	0	3	0	1	5.1	71	1396253
0	0	3	1	0	2.3	2341	101787333
0	0	3	1	1	1.7	24	1445085
0	0	4	0	0	7.5	4221	56194766
0	0	4	0	1	8.4	102	1213961
0	0	4	1	0	3.0	3181	104451016
0	0	4	1	1	3.3	47	1411675
0	0	5	0	0	9.6	4656	48686395
0	0	5	0	1	14.9	105	705196
0	0	5	1	0	4.1	4633	112098621
0	0	5	1	1	5.4	69	1266486
0	0	6	0	0	13.3	5298	39911609
0	0	6	0	1	15.5	101	649975
0	0	6	1	0	6.4	7023	109094456
0	0	6	1	1	7.3	88	1207878
0	0	7	0	0	22.3	7513	33694849
0	0	7	0	1	22.7	140	617594
0	0	7	1	0	11.2	11855	105966404
0	0	7	1	1	13.3	168	1259886
0	0	8	0	0	41.8	13556	32425348
0	0	8	0	1	41.4	256	619049
0	0	8	1	0	19.7	19502	98953757
0	0	8	1	1	25.8	322	1249568
0	0	9	0	0	79.6	27855	35013177
0	0	9	0	1	70.6	482	682642
0	0	9	1	0	36.2	36633	101059370
0	0	9	1	1	43.5	581	1335236
0	0	10	0	0	141.0	50082	35520129
0	0	10	0	1	126.8	911	718248
0	0	10	1	0	70.3	73182	104094194
0	0	10	1	1	85.9	1272	1481109
0	0	11	0	0	231.0	75303	32601159
0	0	11	0	1	192.8	1429	741292
0	0	11	1	0	135.4	149124	110095628
0	0	11	1	1	171.0	3006	1757750
0	0	12	0	0	359.6	105061	29212621
0	0	12	0	1	295.6	2216	749616
0	0	12	1	0	232.9	245433	105375454
0	0	12	1	1	278.4	5134	1843818
0	0	13	0	0	502.2	126677	25221937
0	0	13	0	1	419.5	2976	709441
0	0	13	1	0	355.6	324623	91285764
0	0	13	1	1	392.5	6834	1741279
0	0	14	0	0	684.2	139542	20395767
0	0	14	0	1	575.7	3533	613737
0	0	14	1	0	517.6	389525	75253598
0	0	14	1	1	573.3	8814	1537531
0	0	15	0	0	866.6	137606	15877952
0	0	15	0	1	746.2	3629	486310
0	0	15	1	0	747.8	402356	53804213
0	0	15	1	1	817.9	9705	1186596
0	0	16	0	0	1110.8	124220	11183425
0	0	16	0	1	964.8	3469	359558
0	0	16	1	0	1020.3	395037	38716348
0	0	16	1	1	1088.8	9533	875522
0	0	17	0	0	1294.5	85980	6642071
0	0	17	0	1	1211.1	2698	222778
0	0	17	1	0	1337.7	379339	28356617
0	0	17	1	1	1354.1	8279	611388
0	0	18	0	0	1452.8	59298	4081703
0	0	18	0	1	1480.8	2120	143166
0	0	18	1	0	1722.9	518652	30104303
