sex,race,age,de,ie,te,mx2014,mx2017,pctgap
1,1,1,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357
1,1,2,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932
1,1,3,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665
1,1,4,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964
1,1,5,.0010317989,.011474662,.012506461,.00025245154,.0002732935,5.4133201
1,1,6,.00037366012,.0034289649,.003802625,.00049863273,.00050622586,1.6459353
1,1,7,.0031901496,.023216696,.026406847,.0012353365,.0013009418,11.429989
1,1,8,.0036120722,.01972135,.023333423,.0028498669,.0029263394,10.099683
1,1,9,-.0047077867,-.0178218,-.022529587,.0070416196,.0069347937,-9.751749
1,1,10,-.01770403,-.044167481,-.061871514,.02259228,.022095477,-26.780582
1,1,11,.17400514,0,.17400514,.080168061,.081784979,75.316711
1,1,12,.16274565,.068285592,.23103125,,,100
1,2,1,-.0001121875,-.0097928196,-.0099050067,.010136531,.010009608,-154.11098
1,2,2,.00026216163,.0097965598,.010058722,.00033963961,.00037279769,156.50261
1,2,3,.00079848809,.01034293,.011141418,.00015077183,.00016693593,173.34818
1,2,4,.0031897579,.035125196,.038314953,.00044156259,.00050650584,596.13837
1,2,5,.0061316993,.055842362,.061974064,.00093728688,.0010634363,964.24799
1,2,6,.0032982039,.023988929,.027287133,.0020346311,.0021039315,424.55768
