sex,race,age,cod,de,ie,te,mx2014,mx2017,pctgap,tdeaths2014,tdeaths2017,cont
1,1,1,1,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.0083978316
1,1,1,2,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.0033119477
1,1,1,3,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,4,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,5,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.00002144783
1,1,1,6,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,7,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,8,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,9,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.00082798692
1,1,1,10,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.000010723915
1,1,1,11,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,12,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,0
1,1,1,13,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,-.00079581502
1,1,1,14,.00042937501,.042582542,.043011915,.003486674,.003967043,18.617357,382,429,.031237783
1,1,2,1,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,-.00083928101
1,1,2,2,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,.0021401367
1,1,2,3,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,4,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,5,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,-.00243068
1,1,2,6,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,7,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,8,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,9,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,.00075211795
1,1,2,10,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,-.00017432624
1,1,2,11,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,12,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,0
1,1,2,13,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,-.00083928101
1,1,2,14,-.00014169018,-.00605617,-.00619786,.00013034762,.00011251685,-2.6826932,58,52,-.0048065446
1,1,3,1,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,-.00012233721
1,1,3,2,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,.0043547018
1,1,3,3,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,.00067453034
1,1,3,4,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,0
1,1,3,5,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,-.00070511462
1,1,3,6,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,0
1,1,3,7,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,-.000061168605
1,1,3,8,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,0
1,1,3,9,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,0
1,1,3,10,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,-.0030039644
1,1,3,11,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,0
1,1,3,12,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,.0045993757
1,1,3,13,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,-.000061168605
1,1,3,14,.00056715915,.0085448679,.0091120265,.000067926929,.000079326972,3.9440665,77,94,.0034371717
1,1,4,1,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.00061039947
1,1,4,2,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.0017516233
1,1,4,3,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.0010616503
1,1,4,4,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,0
1,1,4,5,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.00099222711
1,1,4,6,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,-.000034711658
1,1,4,7,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.00049611356
1,1,4,8,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,0
1,1,4,9,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.0010616503
1,1,4,10,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.0066780476
1,1,4,11,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.0028031233
1,1,4,12,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,.016208338
1,1,4,13,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,-.0020784382
1,1,4,14,.002089808,.027361972,.02945178,.00017942816,.00022151906,12.747964,222,292,-.000098244098
1,1,5,1,.0010317989,.011474662,.012506461,.00025245154,.0002732935,5.4133201,410,486,.0020114612
1,1,5,2,.0010317989,.011474662,.012506461,.00025245154,.0002732935,5.4133201,410,486,.0037213706
