"COD recode (24 causes)"	"Sex (no total)"	"Race-ethnicity"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
0	0	0	0	395.0	294255	91937680
0	0	0	1	391.3	297384	92609093
0	0	0	2	379.7	294490	93320395
0	0	0	3	384.3	303736	93910277
0	0	0	4	374.0	301085	94428126
0	0	0	5	366.0	300605	94916684
0	0	0	6	356.9	298603	95332312
0	0	0	7	351.1	299677	95740849
0	0	0	8	340.0	296149	96111915
0	0	0	9	331.2	293193	96422970
0	0	0	10	319.3	287190	96617582
0	0	0	11	307.4	280693	96859869
0	0	0	12	303.2	281426	97028016
0	0	0	13	291.8	276231	97128604
0	0	0	14	273.6	263625	97367647
0	0	0	15	267.8	263298	97543299
0	0	0	16	254.6	256441	97755266
0	0	0	17	243.6	251216	97939819
0	0	0	18	239.6	252561	98124198
0	0	0	19	229.8	247477	98261250
0	0	0	20	225.0	247755	98409874
0	0	0	21	221.3	248776	98542038
0	0	0	22	217.0	250105	98718563
0	0	0	23	217.9	256286	98831008
0	0	0	24	215.2	258458	98962590
0	0	0	25	216.5	264775	99063996
0	0	0	26	213.9	266981	99135186
0	0	0	27	214.1	272416	99147018
0	0	1	0	457.8	34033	13891135
0	0	1	1	478.0	36239	14188387
0	0	1	2	466.0	36022	14522060
0	0	1	3	472.9	37351	14826879
0	0	1	4	454.3	36516	15115817
0	0	1	5	456.8	37555	15389051
0	0	1	6	438.4	36591	15653096
0	0	1	7	429.4	36729	15930898
0	0	1	8	425.6	37208	16209253
0	0	1	9	414.8	37066	16485737
0	0	1	10	398.3	36275	16730875
0	0	1	11	394.5	36531	16946270
0	0	1	12	386.5	36590	17147052
0	0	1	13	380.5	36960	17320752
0	0	1	14	359.4	35740	17537341
0	0	1	15	347.5	35870	17745794
0	0	1	16	337.5	35782	17969520
0	0	1	17	321.0	35241	18197963
0	0	1	18	309.8	34962	18427803
0	0	1	19	296.9	34930	18648848
0	0	1	20	285.5	34591	18871648
0	0	1	21	273.0	34471	19088229
0	0	1	22	271.7	35582	19311995
0	0	1	23	270.8	36558	19526154
0	0	1	24	267.7	37260	19745302
0	0	1	25	267.3	38633	19967838
0	0	1	26	267.0	40040	20183932
0	0	1	27	267.1	41409	20381447
0	0	2	0	241.8	888	883040
0	0	2	1	251.2	907	906517
0	0	2	2	259.1	1007	931854
0	0	2	3	258.9	1050	957720
0	0	2	4	253.0	1038	982431
0	0	2	5	236.5	1043	1006926
0	0	2	6	239.4	1042	1034643
0	0	2	7	297.9	1320	1060242
0	0	2	8	279.2	1284	1087979
0	0	2	9	272.7	1267	1117398
0	0	2	10	252.8	1301	1151373
0	0	2	11	248.3	1335	1163016
0	0	2	12	257.0	1381	1173608
0	0	2	13	265.4	1480	1183110
0	0	2	14	244.6	1400	1194873
0	0	2	15	231.6	1416	1206095
0	0	2	16	226.8	1470	1217864
0	0	2	17	219.9	1467	1229652
0	0	2	18	207.1	1464	1241875
0	0	2	19	211.3	1528	1252949
0	0	2	20	202.2	1524	1262235
0	0	2	21	204.1	1613	1273668
0	0	2	22	200.6	1656	1285719
0	0	2	23	202.0	1764	1297504
0	0	2	24	197.5	1813	1308811
0	0	2	25	197.3	1916	1319472
0	0	2	26	199.1	1950	1328903
0	0	2	27	197.6	2033	1337961
0	0	3	0	221.9	3120	3498219
0	0	3	1	228.2	3448	3695807
0	0	3	2	227.3	3703	3905058
0	0	3	3	228.1	3919	4112555
0	0	3	4	220.7	4135	4301864
0	0	3	5	217.2	4268	4498059
0	0	3	6	211.0	4510	4703351
0	0	3	7	204.1	4633	4910217
0	0	3	8	204.2	4886	5110217
0	0	3	9	201.5	5065	5342422
0	0	3	10	184.5	5095	5603358
0	0	3	11	173.9	5083	5839271
0	0	3	12	177.1	5428	6066077
0	0	3	13	165.6	5410	6280233
0	0	3	14	154.4	5295	6494416
0	0	3	15	150.1	5595	6715984
0	0	3	16	145.4	5699	6939938
0	0	3	17	134.9	5607	7155357
0	0	3	18	134.2	5875	7375181
0	0	3	19	130.6	6093	7582384
0	0	3	20	125.8	6119	7788491
0	0	3	21	116.2	6103	8024136
0	0	3	22	116.8	6531	8269649
0	0	3	23	119.9	7164	8523185
0	0	3	24	111.4	7130	8792851
0	0	3	25	112.0	7612	9077226
0	0	3	26	108.1	7839	9354072
0	0	3	27	109.9	8418	9608347
0	0	4	0	271.1	10274	11503690
0	0	4	1	270.7	10532	12016431
0	0	4	2	262.9	10781	12567779
0	0	4	3	267.6	11224	13163169
0	0	4	4	264.2	11493	13769241
0	0	4	5	263.3	11925	14404651
0	0	4	6	263.6	12427	15084082
0	0	4	7	257.7	12648	15831320
0	0	4	8	252.1	12930	16610540
0	0	4	9	253.5	13548	17434346
0	0	4	10	239.3	13562	18340219
0	0	4	11	238.8	14190	19083066
0	0	4	12	234.6	14797	19815806
0	0	4	13	222.1	14862	20516198
0	0	4	14	211.3	14980	21233735
0	0	4	15	213.5	15895	21985906
0	0	4	16	196.2	15516	22764677
0	0	4	17	185.1	15657	23542063
0	0	4	18	172.9	15498	24320894
0	0	4	19	170.9	16300	25062023
0	0	4	20	163.8	16421	25744770
0	0	4	21	153.6	16526	26283754
0	0	4	22	152.8	17326	26810357
0	0	4	23	153.0	18376	27336496
0	0	4	24	148.5	18883	27888088
0	0	4	25	149.6	20224	28482243
0	0	4	26	146.4	20943	29086009
0	0	4	27	146.1	22004	29650857
0	1	0	0	238.2	294275	96731399
0	1	0	1	236.8	300255	97360382
0	1	0	2	229.8	298434	97966592
0	1	0	3	234.9	312401	98507395
0	1	0	4	229.9	311877	98980762
0	1	0	5	226.8	313727	99406073
0	1	0	6	221.7	312068	99769751
0	1	0	7	219.2	313804	100120580
0	1	0	8	215.0	313083	100424628
0	1	0	9	212.5	314493	100672409
0	1	0	10	204.9	307246	100804150
0	1	0	11	199.6	301630	100924917
0	1	0	12	194.6	296312	101014192
0	1	0	13	188.1	289561	101100781
0	1	0	14	176.7	273871	101190710
0	1	0	15	172.9	271784	101273565
0	1	0	16	163.4	260417	101378787
0	1	0	17	155.5	251452	101489222
0	1	0	18	152.9	250517	101595571
0	1	0	19	143.8	238287	101669040
0	1	0	20	140.4	236204	101739995
0	1	0	21	137.8	234187	101782730
0	1	0	22	134.8	231871	101837460
0	1	0	23	133.8	232520	101852459
0	1	0	24	132.1	231438	101911721
0	1	0	25	134.9	238384	101928963
0	1	0	26	131.3	233632	101950197
0	1	0	27	131.3	236049	101932079
0	1	1	0	307.0	35090	15548057
0	1	1	1	318.5	37372	15869273
0	1	1	2	311.4	37528	16197909
0	1	1	3	320.3	39562	16517253
0	1	1	4	307.7	38924	16824394
0	1	1	5	305.1	39516	17111005
0	1	1	6	298.9	39589	17389064
0	1	1	7	292.3	39542	17676288
0	1	1	8	290.3	40204	17959419
0	1	1	9	287.4	40633	18236499
0	1	1	10	280.1	40419	18474100
0	1	1	11	275.6	40249	18692119
0	1	1	12	271.1	40094	18902852
0	1	1	13	262.4	39490	19101453
0	1	1	14	245.8	37623	19311650
0	1	1	15	238.6	37424	19524942
0	1	1	16	222.1	35673	19749975
0	1	1	17	213.8	35198	19986736
0	1	1	18	206.3	34952	20223930
0	1	1	19	194.8	33875	20455967
0	1	1	20	187.6	33618	20680566
0	1	1	21	179.6	33119	20890611
0	1	1	22	176.4	33557	21105585
0	1	1	23	176.5	34539	21315020
0	1	1	24	171.8	34628	21531522
0	1	1	25	170.6	35455	21748791
0	1	1	26	171.0	36563	21966099
0	1	1	27	167.0	36749	22167929
0	1	2	0	139.0	658	910103
0	1	2	1	133.7	636	934331
0	1	2	2	139.3	689	960149
0	1	2	3	151.7	768	986818
0	1	2	4	139.3	735	1012383
0	1	2	5	147.2	812	1037279
0	1	2	6	143.4	809	1066240
0	1	2	7	177.0	1020	1092903
0	1	2	8	178.5	1036	1121363
0	1	2	9	178.7	1076	1151278
0	1	2	10	160.2	1049	1184859
0	1	2	11	150.8	1018	1197605
0	1	2	12	154.2	1039	1209695
0	1	2	13	160.1	1152	1221366
0	1	2	14	156.3	1124	1233626
0	1	2	15	153.9	1160	1246875
0	1	2	16	149.8	1160	1259856
0	1	2	17	135.8	1090	1272881
0	1	2	18	130.6	1084	1286595
0	1	2	19	129.2	1126	1299202
0	1	2	20	127.6	1132	1309697
0	1	2	21	127.8	1192	1321911
0	1	2	22	118.2	1167	1334181
0	1	2	23	119.6	1238	1345683
0	1	2	24	120.0	1305	1357687
0	1	2	25	122.0	1387	1368580
0	1	2	26	115.8	1381	1379535
0	1	2	27	115.8	1439	1389780
0	1	3	0	149.3	2284	3650991
0	1	3	1	144.7	2420	3863182
0	1	3	2	146.2	2659	4092247
0	1	3	3	140.8	2759	4324878
0	1	3	4	141.9	3046	4536427
0	1	3	5	139.5	3214	4758343
0	1	3	6	132.3	3291	4985897
0	1	3	7	127.0	3422	5223083
0	1	3	8	125.3	3618	5450487
0	1	3	9	125.5	3894	5677326
0	1	3	10	114.0	3854	5937780
0	1	3	11	115.0	4206	6205667
0	1	3	12	112.3	4386	6470226
0	1	3	13	108.8	4524	6726320
0	1	3	14	101.0	4460	6977650
0	1	3	15	98.0	4685	7240511
0	1	3	16	94.0	4758	7506560
0	1	3	17	89.1	4786	7766622
0	1	3	18	88.8	5076	8029028
0	1	3	19	83.7	5040	8278502
0	1	3	20	79.8	5132	8520468
0	1	3	21	76.5	5303	8780295
0	1	3	22	74.3	5536	9045311
0	1	3	23	74.0	5900	9316776
0	1	3	24	69.1	5891	9606709
0	1	3	25	69.6	6362	9910060
0	1	3	26	68.7	6679	10207095
0	1	3	27	68.5	7072	10481571
0	1	4	0	176.0	8631	11068500
0	1	4	1	174.1	8906	11537538
0	1	4	2	169.2	9046	12050181
0	1	4	3	171.5	9566	12611644
0	1	4	4	165.9	9676	13174376
0	1	4	5	173.9	10477	13750322
0	1	4	6	168.1	10562	14375848
0	1	4	7	170.9	11170	15060545
0	1	4	8	170.2	11664	15768303
0	1	4	9	173.8	12312	16499783
0	1	4	10	163.0	12252	17318115
0	1	4	11	163.4	12894	18057155
0	1	4	12	157.5	13089	18797669
0	1	4	13	154.2	13430	19529116
0	1	4	14	139.7	12805	20263650
0	1	4	15	140.8	13655	21033628
0	1	4	16	130.8	13402	21837469
0	1	4	17	123.7	13362	22650892
0	1	4	18	118.0	13453	23468891
0	1	4	19	109.8	13309	24261364
0	1	4	20	106.1	13584	24998341
0	1	4	21	101.3	13859	25592637
0	1	4	22	98.6	14266	26155398
0	1	4	23	97.3	14866	26713442
0	1	4	24	93.2	15137	27281140
0	1	4	25	94.0	16176	27875504
0	1	4	26	93.0	16852	28480314
0	1	4	27	91.0	17392	29050132
1	0	0	0	3.7	2620	91937680
1	0	0	1	3.7	2689	92609093
1	0	0	2	4.0	2974	93320395
1	0	0	3	4.1	3106	93910277
1	0	0	4	4.2	3289	94428126
1	0	0	5	4.3	3427	94916684
1	0	0	6	4.4	3530	95332312
1	0	0	7	4.6	3768	95740849
1	0	0	8	4.6	3839	96111915
1	0	0	9	5.1	4395	96422970
1	0	0	10	5.4	4721	96617582
1	0	0	11	5.6	4970	96859869
1	0	0	12	5.9	5325	97028016
1	0	0	13	6.1	5673	97128604
1	0	0	14	6.6	6145	97367647
1	0	0	15	6.7	6474	97543299
1	0	0	16	6.5	6448	97755266
1	0	0	17	6.4	6475	97939819
1	0	0	18	6.8	7084	98124198
1	0	0	19	6.9	7313	98261250
1	0	0	20	6.8	7473	98409874
1	0	0	21	7.1	7925	98542038
1	0	0	22	7.2	8259	98718563
1	0	0	23	7.6	8951	98831008
1	0	0	24	7.5	8979	98962590
1	0	0	25	7.8	9525	99063996
1	0	0	26	7.9	9901	99135186
1	0	0	27	8.4	10691	99147018
1	0	1	0	11.6	866	13891135
1	0	1	1	11.9	908	14188387
1	0	1	2	12.1	946	14522060
1	0	1	3	13.1	1030	14826879
1	0	1	4	14.0	1126	15115817
1	0	1	5	14.8	1197	15389051
1	0	1	6	14.8	1208	15653096
1	0	1	7	14.8	1252	15930898
1	0	1	8	14.5	1265	16209253
1	0	1	9	17.7	1550	16485737
1	0	1	10	17.4	1576	16730875
1	0	1	11	18.5	1698	16946270
1	0	1	12	18.7	1701	17147052
1	0	1	13	19.6	1875	17320752
1	0	1	14	20.0	1944	17537341
1	0	1	15	21.2	2108	17745794
1	0	1	16	20.3	2100	17969520
1	0	1	17	18.4	1961	18197963
1	0	1	18	19.7	2194	18427803
1	0	1	19	17.7	2044	18648848
1	0	1	20	18.7	2195	18871648
1	0	1	21	17.9	2180	19088229
1	0	1	22	18.2	2286	19311995
1	0	1	23	18.9	2467	19526154
1	0	1	24	17.9	2438	19745302
1	0	1	25	18.7	2599	19967838
1	0	1	26	19.4	2804	20183932
1	0	1	27	19.3	2874	20381447
1	0	2	0	 	 	883040
1	0	2	1	 	 	906517
1	0	2	2	2.7	11	931854
1	0	2	3	 	 	957720
1	0	2	4	3.3	16	982431
1	0	2	5	5.1	20	1006926
1	0	2	6	2.8	11	1034643
1	0	2	7	4.6	18	1060242
1	0	2	8	5.9	23	1087979
1	0	2	9	6.0	25	1117398
1	0	2	10	5.2	23	1151373
1	0	2	11	5.3	25	1163016
1	0	2	12	5.1	30	1173608
1	0	2	13	6.8	36	1183110
1	0	2	14	7.8	47	1194873
1	0	2	15	10.7	56	1206095
1	0	2	16	8.8	51	1217864
1	0	2	17	7.4	43	1229652
1	0	2	18	8.7	50	1241875
1	0	2	19	9.0	56	1252949
1	0	2	20	8.0	56	1262235
1	0	2	21	6.6	49	1273668
1	0	2	22	8.2	68	1285719
1	0	2	23	10.7	91	1297504
1	0	2	24	8.2	72	1308811
1	0	2	25	8.8	87	1319472
1	0	2	26	8.4	81	1328903
1	0	2	27	10.0	97	1337961
1	0	3	0	2.9	42	3498219
1	0	3	1	4.7	64	3695807
1	0	3	2	4.9	74	3905058
1	0	3	3	4.7	68	4112555
1	0	3	4	5.0	82	4301864
1	0	3	5	4.8	89	4498059
1	0	3	6	5.0	97	4703351
1	0	3	7	5.1	105	4910217
1	0	3	8	5.4	120	5110217
1	0	3	9	6.5	153	5342422
1	0	3	10	6.0	155	5603358
1	0	3	11	5.9	163	5839271
1	0	3	12	6.0	176	6066077
1	0	3	13	5.7	167	6280233
1	0	3	14	6.7	214	6494416
1	0	3	15	7.5	252	6715984
1	0	3	16	6.6	243	6939938
1	0	3	17	7.6	282	7155357
1	0	3	18	7.8	309	7375181
1	0	3	19	6.9	295	7582384
1	0	3	20	7.5	329	7788491
1	0	3	21	7.2	349	8024136
1	0	3	22	7.2	370	8269649
1	0	3	23	7.9	431	8523185
1	0	3	24	7.0	425	8792851
1	0	3	25	8.0	515	9077226
1	0	3	26	7.9	545	9354072
1	0	3	27	8.9	653	9608347
1	0	4	0	4.1	145	11503690
1	0	4	1	4.7	172	12016431
1	0	4	2	4.4	169	12567779
1	0	4	3	4.4	176	13163169
1	0	4	4	5.0	215	13769241
1	0	4	5	4.9	207	14404651
1	0	4	6	5.3	240	15084082
1	0	4	7	5.7	260	15831320
1	0	4	8	5.3	260	16610540
1	0	4	9	6.6	340	17434346
1	0	4	10	6.9	386	18340219
1	0	4	11	6.4	365	19083066
1	0	4	12	6.5	385	19815806
1	0	4	13	6.7	437	20516198
1	0	4	14	7.4	492	21233735
1	0	4	15	7.7	547	21985906
1	0	4	16	7.1	552	22764677
1	0	4	17	8.0	639	23542063
1	0	4	18	7.7	666	24320894
1	0	4	19	8.1	733	25062023
1	0	4	20	8.0	764	25744770
1	0	4	21	7.7	772	26283754
1	0	4	22	8.0	842	26810357
1	0	4	23	8.7	971	27336496
1	0	4	24	8.3	1016	27888088
1	0	4	25	8.7	1139	28482243
1	0	4	26	8.8	1197	29086009
1	0	4	27	9.2	1353	29650857
1	1	0	0	3.0	3767	96731399
1	1	0	1	3.1	3892	97360382
1	1	0	2	3.2	4183	97966592
1	1	0	3	3.5	4730	98507395
1	1	0	4	3.7	5045	98980762
1	1	0	5	3.9	5392	99406073
1	1	0	6	4.0	5687	99769751
1	1	0	7	4.2	6016	100120580
1	1	0	8	4.3	6383	100424628
1	1	0	9	5.1	7653	100672409
1	1	0	10	5.4	8196	100804150
1	1	0	11	5.8	8867	100924917
1	1	0	12	6.0	9292	101014192
1	1	0	13	6.5	10205	101100781
1	1	0	14	6.6	10421	101190710
1	1	0	15	7.1	11475	101273565
1	1	0	16	6.5	10578	101378787
1	1	0	17	6.5	10731	101489222
1	1	0	18	6.7	11258	101595571
1	1	0	19	6.6	11232	101669040
1	1	0	20	6.6	11394	101739995
1	1	0	21	7.0	12220	101782730
1	1	0	22	7.2	12789	101837460
1	1	0	23	7.3	13083	101852459
1	1	0	24	7.0	12522	101911721
1	1	0	25	7.3	13096	101928963
1	1	0	26	7.4	13322	101950197
1	1	0	27	7.5	13761	101932079
1	1	1	0	9.8	1119	15548057
1	1	1	1	10.6	1250	15869273
1	1	1	2	11.0	1328	16197909
1	1	1	3	12.4	1525	16517253
1	1	1	4	11.8	1490	16824394
1	1	1	5	12.1	1567	17111005
1	1	1	6	12.0	1592	17389064
1	1	1	7	12.3	1653	17676288
1	1	1	8	13.7	1887	17959419
1	1	1	9	15.3	2158	18236499
1	1	1	10	15.8	2286	18474100
1	1	1	11	15.9	2314	18692119
1	1	1	12	16.7	2464	18902852
1	1	1	13	17.2	2570	19101453
1	1	1	14	18.2	2764	19311650
1	1	1	15	17.9	2798	19524942
1	1	1	16	17.2	2751	19749975
1	1	1	17	16.0	2633	19986736
1	1	1	18	16.8	2833	20223930
1	1	1	19	16.0	2774	20455967
1	1	1	20	16.0	2863	20680566
1	1	1	21	15.2	2785	20890611
1	1	1	22	15.1	2851	21105585
1	1	1	23	15.1	2932	21315020
1	1	1	24	14.4	2881	21531522
1	1	1	25	15.2	3141	21748791
1	1	1	26	14.7	3118	21966099
1	1	1	27	15.5	3397	22167929
1	1	2	0	2.3	12	910103
1	1	2	1	3.3	16	934331
1	1	2	2	2.6	13	960149
1	1	2	3	4.0	19	986818
1	1	2	4	3.3	18	1012383
1	1	2	5	3.5	18	1037279
1	1	2	6	4.1	21	1066240
1	1	2	7	3.9	22	1092903
1	1	2	8	3.9	23	1121363
1	1	2	9	5.2	30	1151278
1	1	2	10	7.4	48	1184859
1	1	2	11	5.9	38	1197605
1	1	2	12	7.1	46	1209695
1	1	2	13	6.4	46	1221366
1	1	2	14	7.7	57	1233626
1	1	2	15	8.2	56	1246875
1	1	2	16	7.0	50	1259856
1	1	2	17	8.2	61	1272881
1	1	2	18	6.1	51	1286595
1	1	2	19	4.5	42	1299202
1	1	2	20	8.8	78	1309697
1	1	2	21	8.1	70	1321911
1	1	2	22	7.5	74	1334181
1	1	2	23	9.0	87	1345683
1	1	2	24	8.9	95	1357687
1	1	2	25	9.5	105	1368580
1	1	2	26	9.6	112	1379535
1	1	2	27	7.5	93	1389780
1	1	3	0	2.0	32	3650991
1	1	3	1	2.8	45	3863182
1	1	3	2	4.5	80	4092247
1	1	3	3	4.3	86	4324878
1	1	3	4	4.4	91	4536427
1	1	3	5	4.0	93	4758343
1	1	3	6	4.0	99	4985897
1	1	3	7	3.5	92	5223083
1	1	3	8	5.1	143	5450487
1	1	3	9	6.3	194	5677326
1	1	3	10	5.3	177	5937780
1	1	3	11	6.2	231	6205667
1	1	3	12	5.9	220	6470226
1	1	3	13	6.2	259	6726320
1	1	3	14	7.1	309	6977650
1	1	3	15	6.9	324	7240511
1	1	3	16	6.7	335	7506560
1	1	3	17	6.5	343	7766622
1	1	3	18	7.0	391	8029028
1	1	3	19	6.8	402	8278502
1	1	3	20	7.4	470	8520468
1	1	3	21	7.6	520	8780295
1	1	3	22	6.4	472	9045311
1	1	3	23	6.9	546	9316776
1	1	3	24	6.6	562	9606709
1	1	3	25	6.9	621	9910060
1	1	3	26	7.7	735	10207095
1	1	3	27	8.0	818	10481571
1	1	4	0	3.2	159	11068500
1	1	4	1	3.8	199	11537538
1	1	4	2	3.9	209	12050181
1	1	4	3	3.9	217	12611644
1	1	4	4	4.1	242	13174376
1	1	4	5	4.5	269	13750322
1	1	4	6	4.7	293	14375848
1	1	4	7	4.7	310	15060545
1	1	4	8	4.8	327	15768303
1	1	4	9	5.7	413	16499783
1	1	4	10	5.7	435	17318115
1	1	4	11	6.6	524	18057155
1	1	4	12	6.6	557	18797669
1	1	4	13	7.1	616	19529116
1	1	4	14	6.9	624	20263650
1	1	4	15	7.9	767	21033628
1	1	4	16	6.7	697	21837469
1	1	4	17	6.9	756	22650892
1	1	4	18	7.4	856	23468891
1	1	4	19	6.5	791	24261364
1	1	4	20	7.4	948	24998341
1	1	4	21	6.9	927	25592637
1	1	4	22	7.2	1017	26155398
1	1	4	23	7.4	1120	26713442
1	1	4	24	7.0	1123	27281140
1	1	4	25	7.3	1244	27875504
1	1	4	26	7.1	1290	28480314
1	1	4	27	7.6	1444	29050132
2	0	0	0	63.7	44344	91937680
2	0	0	1	62.7	44703	92609093
2	0	0	2	61.8	44906	93320395
2	0	0	3	63.3	47092	93910277
2	0	0	4	63.0	47982	94428126
2	0	0	5	62.6	48819	94916684
2	0	0	6	62.3	49649	95332312
2	0	0	7	62.0	50523	95740849
2	0	0	8	58.5	49034	96111915
2	0	0	9	61.1	51968	96422970
2	0	0	10	59.9	52000	96617582
2	0	0	11	57.1	50381	96859869
2	0	0	12	55.7	49907	97028016
2	0	0	13	53.0	48548	97128604
2	0	0	14	49.3	46087	97367647
2	0	0	15	46.0	44038	97543299
2	0	0	16	42.7	41941	97755266
2	0	0	17	41.1	41413	97939819
2	0	0	18	39.9	41091	98124198
2	0	0	19	37.9	39912	98261250
2	0	0	20	37.2	40040	98409874
2	0	0	21	36.1	39751	98542038
2	0	0	22	35.2	39785	98718563
2	0	0	23	35.0	40349	98831008
2	0	0	24	35.2	41408	98962590
2	0	0	25	35.9	43098	99063996
2	0	0	26	35.8	43711	99135186
2	0	0	27	36.1	45078	99147018
2	0	1	0	96.9	7023	13891135
2	0	1	1	102.2	7507	14188387
2	0	1	2	95.8	7254	14522060
2	0	1	3	97.1	7425	14826879
2	0	1	4	98.6	7711	15115817
2	0	1	5	99.3	7884	15389051
2	0	1	6	96.5	7850	15653096
2	0	1	7	92.3	7725	15930898
2	0	1	8	90.9	7702	16209253
2	0	1	9	91.8	7823	16485737
2	0	1	10	91.4	7945	16730875
2	0	1	11	88.0	7825	16946270
2	0	1	12	85.8	7754	17147052
2	0	1	13	84.0	7798	17320752
2	0	1	14	79.3	7586	17537341
2	0	1	15	74.9	7444	17745794
2	0	1	16	70.9	7349	17969520
2	0	1	17	70.7	7470	18197963
2	0	1	18	65.3	7134	18427803
2	0	1	19	60.6	6892	18648848
2	0	1	20	58.0	6890	18871648
2	0	1	21	57.1	6979	19088229
2	0	1	22	55.5	6973	19311995
2	0	1	23	56.2	7266	19526154
2	0	1	24	57.2	7650	19745302
2	0	1	25	57.6	7962	19967838
2	0	1	26	57.3	8114	20183932
2	0	1	27	58.6	8565	20381447
2	0	2	0	39.1	121	883040
2	0	2	1	46.5	142	906517
2	0	2	2	41.3	145	931854
2	0	2	3	44.6	157	957720
2	0	2	4	54.8	189	982431
2	0	2	5	48.1	188	1006926
2	0	2	6	47.0	187	1034643
2	0	2	7	56.3	211	1060242
2	0	2	8	45.5	192	1087979
2	0	2	9	55.8	233	1117398
2	0	2	10	52.8	240	1151373
2	0	2	11	46.5	212	1163016
2	0	2	12	48.9	232	1173608
2	0	2	13	45.9	232	1183110
2	0	2	14	47.5	238	1194873
2	0	2	15	41.4	236	1206095
2	0	2	16	33.3	210	1217864
2	0	2	17	43.8	254	1229652
2	0	2	18	34.3	223	1241875
2	0	2	19	39.9	247	1252949
2	0	2	20	38.9	248	1262235
2	0	2	21	33.9	246	1273668
2	0	2	22	32.0	246	1285719
2	0	2	23	29.3	240	1297504
2	0	2	24	32.5	281	1308811
2	0	2	25	32.4	291	1319472
2	0	2	26	31.4	288	1328903
2	0	2	27	33.8	322	1337961
2	0	3	0	59.4	818	3498219
2	0	3	1	68.4	994	3695807
2	0	3	2	59.6	952	3905058
2	0	3	3	60.5	1027	4112555
2	0	3	4	64.8	1165	4301864
2	0	3	5	65.0	1265	4498059
2	0	3	6	60.6	1257	4703351
2	0	3	7	61.9	1379	4910217
2	0	3	8	58.9	1397	5110217
2	0	3	9	60.3	1474	5342422
2	0	3	10	57.7	1530	5603358
2	0	3	11	57.2	1608	5839271
2	0	3	12	53.2	1576	6066077
2	0	3	13	51.0	1647	6280233
2	0	3	14	46.4	1578	6494416
2	0	3	15	44.3	1597	6715984
2	0	3	16	42.7	1645	6939938
2	0	3	17	38.3	1557	7155357
2	0	3	18	36.6	1587	7375181
2	0	3	19	35.8	1635	7582384
2	0	3	20	35.1	1716	7788491
2	0	3	21	33.8	1746	8024136
2	0	3	22	33.5	1845	8269649
2	0	3	23	31.6	1867	8523185
2	0	3	24	30.2	1890	8792851
2	0	3	25	32.1	2153	9077226
2	0	3	26	31.9	2267	9354072
2	0	3	27	32.7	2442	9608347
2	0	4	0	46.9	1758	11503690
2	0	4	1	51.1	1987	12016431
2	0	4	2	47.8	1928	12567779
2	0	4	3	49.0	2095	13163169
2	0	4	4	51.1	2222	13769241
2	0	4	5	51.7	2329	14404651
2	0	4	6	51.9	2434	15084082
2	0	4	7	50.4	2510	15831320
2	0	4	8	51.0	2645	16610540
2	0	4	9	53.6	2809	17434346
2	0	4	10	50.9	2865	18340219
2	0	4	11	50.3	2982	19083066
2	0	4	12	47.4	3003	19815806
2	0	4	13	46.3	3070	20516198
2	0	4	14	45.3	3205	21233735
2	0	4	15	42.3	3188	21985906
2	0	4	16	39.9	3269	22764677
2	0	4	17	38.5	3319	23542063
2	0	4	18	37.7	3370	24320894
2	0	4	19	34.3	3288	25062023
2	0	4	20	33.7	3382	25744770
2	0	4	21	33.0	3528	26283754
2	0	4	22	32.2	3636	26810357
2	0	4	23	32.1	3841	27336496
2	0	4	24	32.8	4092	27888088
2	0	4	25	34.9	4544	28482243
2	0	4	26	34.5	4798	29086009
2	0	4	27	34.6	5073	29650857
2	1	0	0	57.6	71165	96731399
2	1	0	1	56.5	71708	97360382
2	1	0	2	55.4	72143	97966592
2	1	0	3	56.9	75915	98507395
2	1	0	4	57.0	77783	98980762
2	1	0	5	57.6	80239	99406073
2	1	0	6	57.2	81072	99769751
2	1	0	7	56.9	82156	100120580
2	1	0	8	55.9	82002	100424628
2	1	0	9	58.0	86748	100672409
2	1	0	10	57.0	86210	100804150
2	1	0	11	54.7	83497	100924917
2	1	0	12	54.1	83209	101014192
2	1	0	13	51.1	79420	101100781
2	1	0	14	48.0	74978	101190710
2	1	0	15	45.0	71036	101273565
2	1	0	16	42.0	66945	101378787
2	1	0	17	40.9	66261	101489222
2	1	0	18	39.7	65040	101595571
2	1	0	19	37.4	61788	101669040
2	1	0	20	36.8	61808	101739995
2	1	0	21	36.2	61290	101782730
2	1	0	22	35.2	60367	101837460
2	1	0	23	34.2	59408	101852459
2	1	0	24	34.8	60914	101911721
2	1	0	25	36.0	63730	101928963
2	1	0	26	35.6	63776	101950197
2	1	0	27	35.9	64960	101932079
2	1	1	0	78.9	8982	15548057
2	1	1	1	80.6	9434	15869273
2	1	1	2	78.4	9415	16197909
2	1	1	3	79.0	9726	16517253
2	1	1	4	79.6	10063	16824394
2	1	1	5	80.1	10358	17111005
2	1	1	6	78.0	10331	17389064
2	1	1	7	75.8	10276	17676288
2	1	1	8	74.8	10361	17959419
2	1	1	9	77.3	10907	18236499
2	1	1	10	76.9	11107	18474100
2	1	1	11	75.6	11016	18692119
2	1	1	12	74.2	10936	18902852
2	1	1	13	72.4	10851	19101453
2	1	1	14	68.3	10392	19311650
2	1	1	15	63.5	9930	19524942
2	1	1	16	59.6	9533	19749975
