"COD recode (24 causes)"	"Sex (no total)"	"Race-ethnicity"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
5	1	4	15	14.9	1609	21033628
5	1	4	16	14.1	1608	21837469
5	1	4	17	15.0	1796	22650892
5	1	4	18	14.3	1797	23468891
5	1	4	19	13.7	1817	24261364
5	1	4	20	13.7	1907	24998341
5	1	4	21	13.4	1932	25592637
5	1	4	22	13.6	2089	26155398
5	1	4	23	13.3	2129	26713442
5	1	4	24	13.5	2270	27281140
5	1	4	25	13.1	2338	27875504
5	1	4	26	12.3	2284	28480314
5	1	4	27	11.6	2270	29050132
6	0	0	0	0.3	207	91937680
6	0	0	1	0.3	215	92609093
6	0	0	2	0.3	236	93320395
6	0	0	3	0.3	283	93910277
6	0	0	4	0.3	301	94428126
6	0	0	5	0.3	285	94916684
6	0	0	6	0.3	273	95332312
6	0	0	7	0.3	281	95740849
6	0	0	8	0.3	285	96111915
6	0	0	9	0.3	299	96422970
6	0	0	10	0.4	341	96617582
6	0	0	11	0.3	329	96859869
6	0	0	12	0.3	288	97028016
6	0	0	13	0.3	316	97128604
6	0	0	14	0.3	282	97367647
6	0	0	15	0.3	305	97543299
6	0	0	16	0.3	316	97755266
6	0	0	17	0.3	300	97939819
6	0	0	18	0.3	338	98124198
6	0	0	19	0.3	326	98261250
6	0	0	20	0.3	333	98409874
6	0	0	21	0.3	346	98542038
6	0	0	22	0.3	327	98718563
6	0	0	23	0.3	344	98831008
6	0	0	24	0.3	350	98962590
6	0	0	25	0.3	340	99063996
6	0	0	26	0.3	361	99135186
6	0	0	27	0.3	397	99147018
6	0	1	0	0.5	42	13891135
6	0	1	1	0.4	32	14188387
6	0	1	2	0.5	37	14522060
6	0	1	3	0.7	53	14826879
6	0	1	4	0.6	51	15115817
6	0	1	5	0.8	63	15389051
6	0	1	6	0.7	62	15653096
6	0	1	7	0.6	59	15930898
6	0	1	8	0.6	48	16209253
6	0	1	9	0.7	67	16485737
6	0	1	10	0.6	63	16730875
6	0	1	11	0.7	64	16946270
6	0	1	12	0.6	62	17147052
6	0	1	13	0.5	51	17320752
6	0	1	14	0.6	56	17537341
6	0	1	15	0.5	56	17745794
6	0	1	16	0.5	58	17969520
6	0	1	17	0.5	52	18197963
6	0	1	18	0.6	75	18427803
6	0	1	19	0.4	55	18648848
6	0	1	20	0.6	77	18871648
6	0	1	21	0.5	68	19088229
6	0	1	22	0.4	59	19311995
6	0	1	23	0.6	81	19526154
6	0	1	24	0.6	83	19745302
6	0	1	25	0.6	85	19967838
6	0	1	26	0.5	72	20183932
6	0	1	27	0.5	79	20381447
6	0	2	0	 	 	883040
6	0	2	1	 	 	906517
6	0	2	2	 	 	931854
6	0	2	3	 	 	957720
6	0	2	4	 	 	982431
6	0	2	5	 	 	1006926
6	0	2	6	 	 	1034643
6	0	2	7	 	 	1060242
6	0	2	8	 	 	1087979
6	0	2	9	 	 	1117398
6	0	2	10	 	 	1151373
6	0	2	11	 	 	1163016
6	0	2	12	 	 	1173608
6	0	2	13	 	 	1183110
6	0	2	14	 	 	1194873
6	0	2	15	 	 	1206095
6	0	2	16	 	 	1217864
6	0	2	17	 	 	1229652
6	0	2	18	 	 	1241875
6	0	2	19	 	 	1252949
6	0	2	20	 	 	1262235
6	0	2	21	 	 	1273668
6	0	2	22	 	 	1285719
6	0	2	23	 	 	1297504
6	0	2	24	 	 	1308811
6	0	2	25	 	 	1319472
6	0	2	26	 	 	1328903
6	0	2	27	 	 	1337961
6	0	3	0	 	 	3498219
6	0	3	1	 	 	3695807
6	0	3	2	 	 	3905058
6	0	3	3	 	 	4112555
6	0	3	4	 	 	4301864
6	0	3	5	 	 	4498059
6	0	3	6	 	 	4703351
6	0	3	7	 	 	4910217
6	0	3	8	 	 	5110217
6	0	3	9	 	 	5342422
6	0	3	10	 	 	5603358
6	0	3	11	 	 	5839271
6	0	3	12	 	 	6066077
6	0	3	13	 	 	6280233
6	0	3	14	 	 	6494416
6	0	3	15	 	 	6715984
6	0	3	16	 	 	6939938
6	0	3	17	 	 	7155357
6	0	3	18	 	 	7375181
6	0	3	19	 	 	7582384
6	0	3	20	0.2	10	7788491
6	0	3	21	 	 	8024136
6	0	3	22	 	 	8269649
6	0	3	23	0.2	11	8523185
6	0	3	24	 	 	8792851
6	0	3	25	 	 	9077226
6	0	3	26	 	 	9354072
6	0	3	27	0.1	12	9608347
6	0	4	0	 	 	11503690
6	0	4	1	 	 	12016431
6	0	4	2	 	 	12567779
6	0	4	3	 	 	13163169
6	0	4	4	0.2	10	13769241
6	0	4	5	0.3	12	14404651
6	0	4	6	0.3	12	15084082
6	0	4	7	0.2	11	15831320
6	0	4	8	0.2	14	16610540
6	0	4	9	0.2	13	17434346
6	0	4	10	0.3	19	18340219
6	0	4	11	0.2	14	19083066
6	0	4	12	0.2	12	19815806
6	0	4	13	 	 	20516198
6	0	4	14	0.2	17	21233735
6	0	4	15	 	 	21985906
6	0	4	16	0.1	10	22764677
6	0	4	17	0.2	16	23542063
6	0	4	18	0.1	11	24320894
6	0	4	19	0.2	16	25062023
6	0	4	20	0.2	17	25744770
6	0	4	21	0.2	19	26283754
6	0	4	22	0.1	14	26810357
6	0	4	23	0.2	24	27336496
6	0	4	24	0.2	23	27888088
6	0	4	25	0.2	28	28482243
6	0	4	26	0.2	22	29086009
6	0	4	27	0.1	17	29650857
6	1	0	0	32.2	35447	96731399
6	1	0	1	32.2	35995	97360382
6	1	0	2	31.1	35470	97966592
6	1	0	3	31.0	35899	98507395
6	1	0	4	30.6	35988	98980762
6	1	0	5	30.2	35894	99406073
6	1	0	6	29.1	35147	99769751
6	1	0	7	28.0	34231	100120580
6	1	0	8	27.5	34106	100424628
6	1	0	9	26.5	33491	100672409
6	1	0	10	26.7	34045	100804150
6	1	0	11	25.9	33300	100924917
6	1	0	12	25.6	33323	101014192
6	1	0	13	25.2	33134	101100781
6	1	0	14	24.5	32551	101190710
6	1	0	15	24.1	32431	101273565
6	1	0	16	23.6	32114	101378787
6	1	0	17	23.0	31806	101489222
6	1	0	18	22.5	31565	101595571
6	1	0	19	22.3	31532	101669040
6	1	0	20	21.9	31535	101739995
6	1	0	21	21.5	31233	101782730
6	1	0	22	21.2	31164	101837460
6	1	0	23	20.8	30896	101852459
6	1	0	24	20.5	30845	101911721
6	1	0	25	20.4	30998	101928963
6	1	0	26	20.1	30801	101950197
6	1	0	27	19.9	31030	101932079
6	1	1	0	36.0	4302	15548057
6	1	1	1	38.2	4674	15869273
6	1	1	2	37.2	4661	16197909
6	1	1	3	38.0	4866	16517253
6	1	1	4	38.1	4997	16824394
6	1	1	5	38.4	5159	17111005
6	1	1	6	37.3	5152	17389064
6	1	1	7	38.0	5375	17676288
6	1	1	8	36.1	5231	17959419
6	1	1	9	35.8	5319	18236499
6	1	1	10	35.0	5321	18474100
6	1	1	11	35.2	5464	18692119
6	1	1	12	34.8	5517	18902852
6	1	1	13	34.7	5626	19101453
6	1	1	14	33.0	5490	19311650
6	1	1	15	33.5	5748	19524942
6	1	1	16	32.3	5631	19749975
6	1	1	17	32.1	5747	19986736
6	1	1	18	31.8	5808	20223930
6	1	1	19	31.0	5794	20455967
6	1	1	20	31.1	5986	20680566
6	1	1	21	31.0	6137	20890611
6	1	1	22	30.1	6098	21105585
6	1	1	23	29.1	6023	21315020
6	1	1	24	28.8	6124	21531522
6	1	1	25	28.5	6229	21748791
6	1	1	26	28.3	6255	21966099
6	1	1	27	27.9	6357	22167929
6	1	2	0	13.3	80	910103
6	1	2	1	12.2	70	934331
6	1	2	2	13.8	87	960149
6	1	2	3	12.4	76	986818
6	1	2	4	13.3	86	1012383
6	1	2	5	14.4	97	1037279
6	1	2	6	16.0	112	1066240
6	1	2	7	14.4	103	1092903
6	1	2	8	15.4	115	1121363
6	1	2	9	17.1	126	1151278
6	1	2	10	15.7	129	1184859
6	1	2	11	14.1	123	1197605
6	1	2	12	16.8	146	1209695
6	1	2	13	17.5	144	1221366
6	1	2	14	18.3	165	1233626
6	1	2	15	18.6	160	1246875
6	1	2	16	16.0	156	1259856
6	1	2	17	15.7	158	1272881
6	1	2	18	16.2	167	1286595
6	1	2	19	15.5	164	1299202
6	1	2	20	14.5	161	1309697
6	1	2	21	14.3	157	1321911
6	1	2	22	14.0	163	1334181
6	1	2	23	13.2	159	1345683
6	1	2	24	13.9	169	1357687
6	1	2	25	16.9	209	1368580
6	1	2	26	15.5	199	1379535
6	1	2	27	14.8	201	1389780
6	1	3	0	13.4	338	3650991
6	1	3	1	15.5	420	3863182
6	1	3	2	13.0	377	4092247
6	1	3	3	13.0	414	4324878
6	1	3	4	14.7	480	4536427
6	1	3	5	14.1	526	4758343
6	1	3	6	12.3	468	4985897
6	1	3	7	12.4	506	5223083
6	1	3	8	12.7	560	5450487
6	1	3	9	12.7	575	5677326
6	1	3	10	12.1	602	5937780
6	1	3	11	12.9	671	6205667
6	1	3	12	12.9	696	6470226
6	1	3	13	12.6	727	6726320
6	1	3	14	12.9	780	6977650
6	1	3	15	12.4	782	7240511
6	1	3	16	12.1	807	7506560
6	1	3	17	11.2	775	7766622
6	1	3	18	11.6	852	8029028
6	1	3	19	11.1	858	8278502
6	1	3	20	11.8	941	8520468
6	1	3	21	11.4	967	8780295
6	1	3	22	11.4	1011	9045311
6	1	3	23	11.2	1026	9316776
6	1	3	24	11.8	1149	9606709
6	1	3	25	12.0	1211	9910060
6	1	3	26	10.9	1169	10207095
6	1	3	27	11.9	1333	10481571
6	1	4	0	19.4	1246	11068500
6	1	4	1	19.1	1264	11537538
6	1	4	2	18.9	1297	12050181
6	1	4	3	17.8	1284	12611644
6	1	4	4	18.1	1368	13174376
6	1	4	5	18.7	1452	13750322
6	1	4	6	19.3	1559	14375848
6	1	4	7	18.7	1596	15060545
6	1	4	8	18.0	1611	15768303
6	1	4	9	16.6	1538	16499783
6	1	4	10	16.8	1670	17318115
6	1	4	11	16.5	1746	18057155
6	1	4	12	15.8	1724	18797669
6	1	4	13	16.3	1884	19529116
6	1	4	14	16.0	1909	20263650
6	1	4	15	15.4	1936	21033628
6	1	4	16	15.4	2054	21837469
6	1	4	17	14.9	2076	22650892
6	1	4	18	14.6	2140	23468891
6	1	4	19	14.8	2270	24261364
6	1	4	20	14.3	2295	24998341
6	1	4	21	14.1	2369	25592637
6	1	4	22	14.7	2613	26155398
6	1	4	23	14.6	2671	26713442
6	1	4	24	14.7	2822	27281140
6	1	4	25	13.6	2739	27875504
6	1	4	26	13.9	2953	28480314
6	1	4	27	13.5	2983	29050132
7	0	0	0	34.6	25102	91937680
7	0	0	1	35.9	26415	92609093
7	0	0	2	35.6	26760	93320395
7	0	0	3	35.8	27282	93910277
7	0	0	4	35.4	27480	94428126
7	0	0	5	34.1	27032	94916684
7	0	0	6	32.8	26599	95332312
7	0	0	7	31.6	26027	95740849
7	0	0	8	30.0	25287	96111915
7	0	0	9	29.1	24935	96422970
7	0	0	10	28.0	24287	96617582
7	0	0	11	27.0	23811	96859869
7	0	0	12	26.4	23690	97028016
7	0	0	13	25.1	23015	97128604
7	0	0	14	24.2	22509	97367647
7	0	0	15	23.4	22319	97543299
7	0	0	16	22.4	21835	97755266
7	0	0	17	22.3	22259	97939819
7	0	0	18	21.4	21951	98124198
7	0	0	19	20.4	21368	98261250
7	0	0	20	20.2	21657	98409874
7	0	0	21	19.3	21176	98542038
7	0	0	22	18.2	20494	98718563
7	0	0	23	18.1	20914	98831008
7	0	0	24	18.0	21366	98962590
7	0	0	25	17.8	21513	99063996
7	0	0	26	18.3	22633	99135186
7	0	0	27	17.8	22658	99147018
7	0	1	0	73.8	4827	13891135
7	0	1	1	77.5	5157	14188387
7	0	1	2	79.3	5359	14522060
7	0	1	3	81.4	5526	14826879
7	0	1	4	80.2	5567	15115817
7	0	1	5	78.1	5484	15389051
7	0	1	6	79.1	5635	15653096
7	0	1	7	75.0	5417	15930898
7	0	1	8	73.4	5386	16209253
7	0	1	9	70.8	5315	16485737
7	0	1	10	69.6	5292	16730875
7	0	1	11	68.6	5215	16946270
7	0	1	12	65.8	5085	17147052
7	0	1	13	61.2	4845	17320752
7	0	1	14	59.9	4768	17537341
7	0	1	15	57.9	4771	17745794
7	0	1	16	54.6	4649	17969520
7	0	1	17	56.0	4865	18197963
7	0	1	18	49.8	4519	18427803
7	0	1	19	50.2	4731	18648848
7	0	1	20	49.1	4800	18871648
7	0	1	21	44.9	4598	19088229
7	0	1	22	42.7	4560	19311995
7	0	1	23	40.1	4477	19526154
7	0	1	24	38.7	4529	19745302
7	0	1	25	38.5	4678	19967838
7	0	1	26	39.4	5019	20183932
7	0	1	27	37.3	5000	20381447
7	0	2	0	16.9	47	883040
7	0	2	1	19.0	61	906517
7	0	2	2	23.3	73	931854
7	0	2	3	21.4	70	957720
7	0	2	4	20.3	70	982431
7	0	2	5	20.3	68	1006926
7	0	2	6	19.4	69	1034643
7	0	2	7	26.9	87	1060242
7	0	2	8	22.5	80	1087979
7	0	2	9	19.0	62	1117398
7	0	2	10	22.7	90	1151373
7	0	2	11	23.5	90	1163016
7	0	2	12	19.9	83	1173608
7	0	2	13	24.1	98	1183110
7	0	2	14	22.0	96	1194873
7	0	2	15	25.4	112	1206095
7	0	2	16	20.8	100	1217864
7	0	2	17	20.8	101	1229652
7	0	2	18	24.2	128	1241875
7	0	2	19	18.8	106	1252949
7	0	2	20	18.2	105	1262235
7	0	2	21	21.0	122	1273668
7	0	2	22	17.3	119	1285719
7	0	2	23	18.1	127	1297504
7	0	2	24	18.6	145	1308811
7	0	2	25	18.1	143	1319472
7	0	2	26	17.0	139	1328903
7	0	2	27	14.7	136	1337961
7	0	3	0	16.6	209	3498219
7	0	3	1	17.8	214	3695807
7	0	3	2	17.0	232	3905058
7	0	3	3	19.0	269	4112555
7	0	3	4	16.2	254	4301864
7	0	3	5	18.2	303	4498059
7	0	3	6	15.2	277	4703351
7	0	3	7	14.9	280	4910217
7	0	3	8	13.0	270	5110217
7	0	3	9	14.2	301	5342422
7	0	3	10	12.5	295	5603358
7	0	3	11	12.0	291	5839271
7	0	3	12	10.7	293	6066077
7	0	3	13	11.5	321	6280233
7	0	3	14	12.0	350	6494416
7	0	3	15	11.2	364	6715984
7	0	3	16	10.4	362	6939938
7	0	3	17	11.3	408	7155357
7	0	3	18	9.9	381	7375181
7	0	3	19	9.8	399	7582384
7	0	3	20	9.5	410	7788491
7	0	3	21	9.5	447	8024136
7	0	3	22	8.5	422	8269649
7	0	3	23	8.7	465	8523185
7	0	3	24	8.5	498	8792851
7	0	3	25	9.1	574	9077226
7	0	3	26	8.6	570	9354072
7	0	3	27	8.5	609	9608347
7	0	4	0	23.6	727	11503690
7	0	4	1	25.6	833	12016431
7	0	4	2	25.3	873	12567779
7	0	4	3	27.0	943	13163169
7	0	4	4	27.4	1015	13769241
7	0	4	5	27.7	1058	14404651
7	0	4	6	26.1	1049	15084082
7	0	4	7	24.6	988	15831320
7	0	4	8	25.4	1097	16610540
7	0	4	9	23.4	1050	17434346
7	0	4	10	21.8	1033	18340219
7	0	4	11	24.1	1226	19083066
7	0	4	12	23.2	1209	19815806
7	0	4	13	21.9	1219	20516198
7	0	4	14	21.1	1238	21233735
7	0	4	15	20.9	1300	21985906
7	0	4	16	20.6	1373	22764677
7	0	4	17	20.0	1432	23542063
7	0	4	18	19.1	1436	24320894
7	0	4	19	18.1	1436	25062023
7	0	4	20	18.3	1535	25744770
7	0	4	21	17.4	1576	26283754
7	0	4	22	16.5	1592	26810357
7	0	4	23	15.9	1634	27336496
7	0	4	24	15.5	1707	27888088
7	0	4	25	16.0	1867	28482243
7	0	4	26	15.7	1929	29086009
7	0	4	27	15.7	2011	29650857
7	1	0	0	 	 	96731399
7	1	0	1	 	 	97360382
7	1	0	2	 	 	97966592
7	1	0	3	 	 	98507395
7	1	0	4	 	 	98980762
7	1	0	5	 	 	99406073
7	1	0	6	 	 	99769751
7	1	0	7	 	 	100120580
7	1	0	8	 	 	100424628
7	1	0	9	 	 	100672409
7	1	0	10	 	 	100804150
7	1	0	11	 	 	100924917
7	1	0	12	 	 	101014192
7	1	0	13	 	 	101100781
7	1	0	14	 	 	101190710
7	1	0	15	 	 	101273565
7	1	0	16	 	 	101378787
7	1	0	17	 	 	101489222
7	1	0	18	 	 	101595571
7	1	0	19	 	 	101669040
7	1	0	20	 	 	101739995
7	1	0	21	 	 	101782730
7	1	0	22	 	 	101837460
7	1	0	23	 	 	101852459
7	1	0	24	 	 	101911721
7	1	0	25	 	 	101928963
7	1	0	26	 	 	101950197
7	1	0	27	 	 	101932079
7	1	1	0	 	 	15548057
7	1	1	1	 	 	15869273
7	1	1	2	 	 	16197909
7	1	1	3	 	 	16517253
7	1	1	4	 	 	16824394
7	1	1	5	 	 	17111005
7	1	1	6	 	 	17389064
7	1	1	7	 	 	17676288
7	1	1	8	 	 	17959419
7	1	1	9	 	 	18236499
7	1	1	10	 	 	18474100
7	1	1	11	 	 	18692119
7	1	1	12	 	 	18902852
7	1	1	13	 	 	19101453
7	1	1	14	 	 	19311650
7	1	1	15	 	 	19524942
7	1	1	16	 	 	19749975
7	1	1	17	 	 	19986736
7	1	1	18	 	 	20223930
7	1	1	19	 	 	20455967
7	1	1	20	 	 	20680566
7	1	1	21	 	 	20890611
7	1	1	22	 	 	21105585
7	1	1	23	 	 	21315020
7	1	1	24	 	 	21531522
7	1	1	25	 	 	21748791
7	1	1	26	 	 	21966099
7	1	1	27	 	 	22167929
7	1	2	0	 	 	910103
7	1	2	1	 	 	934331
7	1	2	2	 	 	960149
7	1	2	3	 	 	986818
7	1	2	4	 	 	1012383
7	1	2	5	 	 	1037279
7	1	2	6	 	 	1066240
7	1	2	7	 	 	1092903
7	1	2	8	 	 	1121363
7	1	2	9	 	 	1151278
7	1	2	10	 	 	1184859
7	1	2	11	 	 	1197605
7	1	2	12	 	 	1209695
7	1	2	13	 	 	1221366
7	1	2	14	 	 	1233626
7	1	2	15	 	 	1246875
7	1	2	16	 	 	1259856
7	1	2	17	 	 	1272881
7	1	2	18	 	 	1286595
7	1	2	19	 	 	1299202
7	1	2	20	 	 	1309697
7	1	2	21	 	 	1321911
7	1	2	22	 	 	1334181
7	1	2	23	 	 	1345683
7	1	2	24	 	 	1357687
7	1	2	25	 	 	1368580
7	1	2	26	 	 	1379535
7	1	2	27	 	 	1389780
7	1	3	0	 	 	3650991
7	1	3	1	 	 	3863182
7	1	3	2	 	 	4092247
7	1	3	3	 	 	4324878
7	1	3	4	 	 	4536427
7	1	3	5	 	 	4758343
7	1	3	6	 	 	4985897
7	1	3	7	 	 	5223083
7	1	3	8	 	 	5450487
7	1	3	9	 	 	5677326
7	1	3	10	 	 	5937780
7	1	3	11	 	 	6205667
7	1	3	12	 	 	6470226
7	1	3	13	 	 	6726320
7	1	3	14	 	 	6977650
7	1	3	15	 	 	7240511
7	1	3	16	 	 	7506560
7	1	3	17	 	 	7766622
7	1	3	18	 	 	8029028
7	1	3	19	 	 	8278502
7	1	3	20	 	 	8520468
7	1	3	21	 	 	8780295
7	1	3	22	 	 	9045311
7	1	3	23	 	 	9316776
7	1	3	24	 	 	9606709
7	1	3	25	 	 	9910060
7	1	3	26	 	 	10207095
7	1	3	27	 	 	10481571
7	1	4	0	 	 	11068500
7	1	4	1	 	 	11537538
7	1	4	2	 	 	12050181
7	1	4	3	 	 	12611644
7	1	4	4	 	 	13174376
7	1	4	5	 	 	13750322
7	1	4	6	 	 	14375848
7	1	4	7	 	 	15060545
7	1	4	8	 	 	15768303
7	1	4	9	 	 	16499783
7	1	4	10	 	 	17318115
7	1	4	11	 	 	18057155
7	1	4	12	 	 	18797669
7	1	4	13	 	 	19529116
7	1	4	14	 	 	20263650
7	1	4	15	 	 	21033628
7	1	4	16	 	 	21837469
7	1	4	17	 	 	22650892
7	1	4	18	 	 	23468891
7	1	4	19	 	 	24261364
7	1	4	20	 	 	24998341
7	1	4	21	 	 	25592637
7	1	4	22	 	 	26155398
7	1	4	23	 	 	26713442
7	1	4	24	 	 	27281140
7	1	4	25	 	 	27875504
7	1	4	26	 	 	28480314
7	1	4	27	 	 	29050132
8	0	0	0	112.6	92483	91937680
8	0	0	1	115.1	96279	92609093
8	0	0	2	115.0	97682	93320395
8	0	0	3	115.9	100245	93910277
8	0	0	4	116.4	102205	94428126
8	0	0	5	116.1	103403	94916684
8	0	0	6	115.3	104328	95332312
8	0	0	7	115.2	105969	95740849
8	0	0	8	114.6	107220	96111915
8	0	0	9	118.4	112338	96422970
8	0	0	10	116.4	111719	96617582
8	0	0	11	115.8	112709	96859869
8	0	0	12	115.8	114526	97028016
8	0	0	13	114.1	114772	97128604
8	0	0	14	112.5	115007	97367647
8	0	0	15	112.8	117183	97543299
8	0	0	16	111.8	118365	97755266
8	0	0	17	111.2	120096	97939819
8	0	0	18	110.5	121884	98124198
8	0	0	19	110.2	123830	98261250
8	0	0	20	110.2	126415	98409874
8	0	0	21	110.0	128467	98542038
8	0	0	22	109.8	131423	98718563
8	0	0	23	108.6	132602	98831008
8	0	0	24	108.5	135257	98962590
8	0	0	25	107.8	137124	99063996
8	0	0	26	106.5	137971	99135186
8	0	0	27	105.5	139498	99147018
8	0	1	0	148.9	12226	13891135
8	0	1	1	157.4	13093	14188387
8	0	1	2	151.5	12919	14522060
8	0	1	3	154.5	13410	14826879
8	0	1	4	151.4	13401	15115817
8	0	1	5	148.0	13355	15389051
8	0	1	6	147.5	13524	15653096
8	0	1	7	144.9	13626	15930898
8	0	1	8	140.2	13536	16209253
8	0	1	9	142.2	13967	16485737
8	0	1	10	137.6	13793	16730875
8	0	1	11	134.8	13821	16946270
8	0	1	12	132.8	13847	17147052
8	0	1	13	130.4	14031	17320752
8	0	1	14	128.8	14204	17537341
8	0	1	15	127.3	14452	17745794
8	0	1	16	123.4	14417	17969520
8	0	1	17	122.6	14717	18197963
8	0	1	18	121.3	15083	18427803
8	0	1	19	119.4	15343	18648848
8	0	1	20	117.2	15488	18871648
8	0	1	21	115.9	15900	19088229
8	0	1	22	113.4	16155	19311995
8	0	1	23	113.3	16526	19526154
8	0	1	24	112.5	16941	19745302
8	0	1	25	109.4	17100	19967838
8	0	1	26	107.5	17365	20183932
8	0	1	27	107.0	17715	20381447
8	0	2	0	60.2	251	883040
8	0	2	1	79.4	324	906517
8	0	2	2	69.9	310	931854
8	0	2	3	73.0	333	957720
8	0	2	4	68.4	307	982431
8	0	2	5	74.5	344	1006926
8	0	2	6	70.0	325	1034643
8	0	2	7	87.2	461	1060242
8	0	2	8	85.0	428	1087979
8	0	2	9	94.4	497	1117398
8	0	2	10	87.1	509	1151373
8	0	2	11	97.2	597	1163016
8	0	2	12	87.0	548	1173608
8	0	2	13	88.2	562	1183110
8	0	2	14	91.3	619	1194873
8	0	2	15	94.9	662	1206095
8	0	2	16	92.6	619	1217864
8	0	2	17	94.4	691	1229652
8	0	2	18	90.3	714	1241875
8	0	2	19	88.2	726	1252949
8	0	2	20	102.1	837	1262235
8	0	2	21	83.0	725	1273668
8	0	2	22	87.4	809	1285719
8	0	2	23	89.2	856	1297504
8	0	2	24	90.0	896	1308811
8	0	2	25	89.0	946	1319472
8	0	2	26	88.6	978	1328903
8	0	2	27	83.4	965	1337961
8	0	3	0	93.2	1680	3498219
8	0	3	1	84.1	1630	3695807
8	0	3	2	91.4	1878	3905058
8	0	3	3	90.5	1977	4112555
8	0	3	4	91.2	2154	4301864
8	0	3	5	89.0	2179	4498059
8	0	3	6	87.9	2333	4703351
8	0	3	7	84.3	2399	4910217
8	0	3	8	84.1	2538	5110217
8	0	3	9	84.7	2687	5342422
8	0	3	10	80.3	2709	5603358
8	0	3	11	81.6	2930	5839271
8	0	3	12	77.2	2935	6066077
8	0	3	13	76.8	3010	6280233
8	0	3	14	77.1	3190	6494416
8	0	3	15	76.1	3342	6715984
8	0	3	16	72.5	3326	6939938
8	0	3	17	75.7	3658	7155357
8	0	3	18	73.4	3741	7375181
8	0	3	19	74.5	3972	7582384
8	0	3	20	73.9	4138	7788491
8	0	3	21	71.2	4252	8024136
8	0	3	22	69.9	4410	8269649
8	0	3	23	70.6	4694	8523185
8	0	3	24	68.4	4823	8792851
8	0	3	25	69.1	5138	9077226
8	0	3	26	68.0	5354	9354072
8	0	3	27	66.4	5466	9608347
8	0	4	0	88.9	4100	11503690
8	0	4	1	89.6	4345	12016431
8	0	4	2	90.4	4506	12567779
8	0	4	3	92.5	4798	13163169
8	0	4	4	91.3	4921	13769241
8	0	4	5	93.8	5284	14404651
8	0	4	6	92.3	5377	15084082
8	0	4	7	92.8	5676	15831320
8	0	4	8	94.6	6003	16610540
8	0	4	9	91.2	6167	17434346
8	0	4	10	93.2	6557	18340219
8	0	4	11	91.9	6903	19083066
8	0	4	12	90.7	7119	19815806
8	0	4	13	89.1	7444	20516198
8	0	4	14	87.6	7711	21233735
8	0	4	15	91.7	8365	21985906
8	0	4	16	85.7	8289	22764677
8	0	4	17	85.5	8719	23542063
8	0	4	18	84.9	9175	24320894
8	0	4	19	85.5	9653	25062023
8	0	4	20	85.0	10090	25744770
8	0	4	21	84.8	10638	26283754
8	0	4	22	84.7	11224	26810357
8	0	4	23	82.7	11455	27336496
8	0	4	24	83.1	12049	27888088
8	0	4	25	81.5	12472	28482243
8	0	4	26	81.8	13118	29086009
8	0	4	27	80.3	13523	29650857
8	1	0	0	79.4	92386	96731399
8	1	0	1	81.2	95949	97360382
8	1	0	2	80.6	96845	97966592
8	1	0	3	81.3	99115	98507395
8	1	0	4	82.2	101534	98980762
8	1	0	5	81.3	101784	99406073
8	1	0	6	80.9	102432	99769751
8	1	0	7	81.1	103891	100120580
8	1	0	8	79.6	103356	100424628
8	1	0	9	82.4	108012	100672409
8	1	0	10	81.2	107522	100804150
8	1	0	11	80.2	106967	100924917
8	1	0	12	79.2	106524	101014192
8	1	0	13	78.4	106456	101100781
8	1	0	14	77.3	105907	101190710
8	1	0	15	77.2	106760	101273565
8	1	0	16	76.5	106781	101378787
8	1	0	17	75.0	105941	101489222
8	1	0	18	74.0	106087	101595571
8	1	0	19	73.6	106492	101669040
8	1	0	20	73.4	107781	101739995
8	1	0	21	72.6	107895	101782730
8	1	0	22	72.1	108679	101837460
8	1	0	23	71.6	109113	101852459
8	1	0	24	71.5	110462	101911721
8	1	0	25	70.9	111053	101928963
8	1	0	26	71.3	113177	101950197
8	1	0	27	70.2	113067	101932079
8	1	1	0	98.3	11743	15548057
8	1	1	1	104.8	12779	15869273
8	1	1	2	104.3	13019	16197909
8	1	1	3	104.2	13256	16517253
8	1	1	4	103.7	13458	16824394
8	1	1	5	102.7	13599	17111005
8	1	1	6	100.7	13604	17389064
8	1	1	7	101.2	13970	17676288
8	1	1	8	98.6	13936	17959419
8	1	1	9	98.9	14212	18236499
8	1	1	10	96.8	14202	18474100
8	1	1	11	95.9	14308	18692119
8	1	1	12	95.6	14515	18902852
8	1	1	13	93.0	14406	19101453
8	1	1	14	91.4	14451	19311650
8	1	1	15	88.1	14278	19524942
8	1	1	16	88.0	14587	19749975
8	1	1	17	87.7	14897	19986736
8	1	1	18	85.3	14927	20223930
8	1	1	19	84.6	15146	20455967
8	1	1	20	84.2	15523	20680566
8	1	1	21	84.9	16059	20890611
8	1	1	22	83.4	16284	21105585
8	1	1	23	82.6	16606	21315020
8	1	1	24	82.8	17171	21531522
8	1	1	25	80.9	17297	21748791
8	1	1	26	81.4	17995	21966099
8	1	1	27	80.3	18217	22167929
8	1	2	0	58.1	319	910103
8	1	2	1	61.0	329	934331
8	1	2	2	60.6	341	960149
8	1	2	3	56.6	332	986818
8	1	2	4	52.9	320	1012383
8	1	2	5	58.6	362	1037279
8	1	2	6	62.7	408	1066240
8	1	2	7	69.3	465	1092903
8	1	2	8	69.1	470	1121363
