0	0	0	0	5.3	1626	29102699
0	0	0	1	5.7	1738	28676776
0	0	0	2	5.5	1670	28295471
0	0	0	3	5.8	1714	27871590
0	0	0	4	5.7	1665	27477860
0	0	0	5	5.9	1701	27125838
0	0	0	6	5.8	1645	26752406
0	0	0	7	6.1	1667	26409399
0	0	0	8	5.9	1578	26105116
0	0	0	9	5.8	1509	25787439
0	0	0	10	5.6	1441	25571189
0	0	0	11	5.9	1520	25474396
0	0	0	12	6.1	1547	25381004
0	0	0	13	6.3	1580	25257375
0	0	0	14	6.3	1557	25228474
0	0	0	15	6.7	1628	25136234
0	0	0	16	6.9	1660	25064803
0	0	0	17	6.3	1506	25038452
0	0	0	18	6.4	1539	25078919
0	0	0	19	6.3	1524	25110922
0	0	0	20	6.7	1632	25134311
0	0	0	21	6.4	1597	25240859
0	0	0	22	6.3	1570	25328771
0	0	0	23	6.1	1534	25381322
0	0	0	24	6.0	1531	25408133
0	0	0	25	6.3	1593	25375273
0	0	0	26	6.0	1543	25323975
0	0	0	27	6.2	1565	25214816
0	0	1	0	66.6	12664	20054176
0	0	1	1	67.7	13239	20665014
0	0	1	2	66.0	13580	21302644
0	0	1	3	65.9	13875	21735542
0	0	1	4	65.1	14146	22232880
0	0	1	5	65.2	14598	22739598
0	0	1	6	62.8	14536	23275304
0	0	1	7	62.4	14454	23329257
0	0	1	8	61.0	14270	23468336
0	0	1	9	59.5	14091	23575613
0	0	1	10	59.1	14145	23577460
0	0	1	11	57.9	13911	23483009
0	0	1	12	60.3	14523	23293442
0	0	1	13	59.5	14312	23036785
0	0	1	14	57.8	13882	22805434
0	0	1	15	57.1	13639	22576143
0	0	1	16	56.7	13431	22338068
0	0	1	17	54.9	12826	21936214
0	0	1	18	54.4	12463	21436874
0	0	1	19	52.8	11832	20926969
0	0	1	20	52.7	11560	20415664
0	0	1	21	52.7	11243	19887176
0	0	1	22	50.1	10401	19460895
0	0	1	23	50.2	10181	19070752
0	0	1	24	49.4	9739	18732012
0	0	1	25	48.9	9481	18527893
0	0	1	26	49.5	9520	18406741
0	0	1	27	48.2	9150	18323471
0	0	2	0	371.6	50923	12760491
0	0	2	1	367.1	50300	12832579
0	0	2	2	355.8	48793	12956209
0	0	2	3	353.8	48892	13234113
0	0	2	4	347.4	48325	13453435
0	0	2	5	336.5	47212	13661297
0	0	2	6	327.3	46346	13842052
0	0	2	7	317.8	46611	14551590
0	0	2	8	301.1	45768	15113028
0	0	2	9	284.7	44712	15664224
0	0	2	10	276.6	44581	16158645
0	0	2	11	266.2	44166	16691653
0	0	2	12	261.7	45221	17251515
0	0	2	13	253.5	45492	17800184
0	0	2	14	240.2	44605	18374154
0	0	2	15	236.9	45477	18973120
0	0	2	16	230.8	45647	19526693
0	0	2	17	222.5	45600	20060062
0	0	2	18	221.6	46477	20479797
0	0	2	19	213.8	46034	20930825
0	0	2	20	210.7	46611	21411670
0	0	2	21	208.6	47233	21817316
0	0	2	22	209.6	47430	21794565
0	0	2	23	211.1	47983	21848531
0	0	2	24	212.1	48543	21899292
0	0	2	25	211.4	48650	21887537
0	0	2	26	213.2	49098	21753516
