0	0	0	0	0	6.6	685	10335822
0	0	0	0	1	5.5	11	199385
0	0	0	1	0	2.7	528	19466895
0	0	0	1	1	 	 	252251
0	0	1	0	0	7.9	3164	39869940
0	0	1	0	1	7.9	63	799689
0	0	1	1	0	2.4	1886	78692799
0	0	1	1	1	3.0	31	1042059
0	0	2	0	0	7.2	4211	58185620
0	0	2	0	1	6.2	77	1239747
0	0	2	1	0	2.3	2329	100907454
0	0	2	1	1	2.1	29	1389028
0	0	3	0	0	5.6	3397	60837582
0	0	3	0	1	5.1	71	1396253
0	0	3	1	0	2.2	2292	101873533
0	0	3	1	1	2.0	29	1435203
0	0	4	0	0	7.5	4221	56194766
0	0	4	0	1	8.4	102	1213961
0	0	4	1	0	3.0	3116	104161838
0	0	4	1	1	3.4	47	1393722
0	0	5	0	0	9.6	4656	48686395
0	0	5	0	1	14.9	105	705196
0	0	5	1	0	4.0	4501	111523911
0	0	5	1	1	5.1	64	1264524
0	0	6	0	0	13.3	5298	39911609
0	0	6	0	1	15.5	101	649975
0	0	6	1	0	6.2	6932	110974079
0	0	6	1	1	7.8	96	1223944
0	0	7	0	0	22.3	7513	33694849
0	0	7	0	1	22.7	140	617594
0	0	7	1	0	11.1	11885	106925834
0	0	7	1	1	13.9	174	1252048
0	0	8	0	0	41.8	13556	32425348
0	0	8	0	1	41.4	256	619049
0	0	8	1	0	19.8	19874	100532521
0	0	8	1	1	25.8	324	1258165
0	0	9	0	0	79.6	27855	35013177
0	0	9	0	1	70.6	482	682642
0	0	9	1	0	36.0	35801	99518970
0	0	9	1	1	42.2	551	1304925
0	0	10	0	0	141.0	50082	35520129
0	0	10	0	1	126.8	911	718248
0	0	10	1	0	68.2	70369	103223271
0	0	10	1	1	81.3	1170	1438548
0	0	11	0	0	231.0	75303	32601159
0	0	11	0	1	192.8	1429	741292
0	0	11	1	0	131.8	143348	108791618
0	0	11	1	1	167.8	2860	1704144
0	0	12	0	0	359.6	105061	29212621
0	0	12	0	1	295.6	2216	749616
0	0	12	1	0	229.3	244078	106458084
0	0	12	1	1	278.0	5113	1838981
0	0	13	0	0	502.2	126677	25221937
0	0	13	0	1	419.5	2976	709441
0	0	13	1	0	351.1	327608	93301219
0	0	13	1	1	393.3	6930	1761810
0	0	14	0	0	684.2	139542	20395767
0	0	14	0	1	575.7	3533	613737
0	0	14	1	0	508.6	396548	77965966
0	0	14	1	1	571.4	8989	1573255
0	0	15	0	0	866.6	137606	15877952
0	0	15	0	1	746.2	3629	486310
0	0	15	1	0	729.6	412495	56534678
0	0	15	1	1	789.0	9637	1221344
0	0	16	0	0	1110.8	124220	11183425
0	0	16	0	1	964.8	3469	359558
0	0	16	1	0	1001.5	399584	39899320
0	0	16	1	1	1077.0	9625	893719
0	0	17	0	0	1294.5	85980	6642071
0	0	17	0	1	1211.1	2698	222778
0	0	17	1	0	1320.7	376534	28509602
0	0	17	1	1	1345.5	8286	615850
0	0	18	0	0	1452.8	59298	4081703
0	0	18	0	1	1480.8	2120	143166
0	0	18	1	0	1711.6	524916	30667454
0	0	18	1	1	1662.3	10185	612718
