0	0	1244.0	4536193	499323974
0	1	1182.6	4607710	516863770
0	2	1078.8	4490424	531452769
0	3	1034.2	4609855	548786540
0	4	998.1	4732943	567158704
0	5	986.7	4954032	585510293
0	6	967.6	5144408	605863384
0	7	917.1	5191586	630882205
0	8	910.8	5489576	657229771
0	9	872.5	5566951	682491940
0	10	855.7	5789311	710905244
0	11	822.7	5866806	735170358
0	12	776.8	5880168	757782477
0	13	731.2	7969807	1046969167
0	14	709.0	10700747	1362696359
1	0	1251.5	2971528	326214796
1	1	1186.2	2994664	335208484
1	2	1082.3	2904975	342098683
1	3	1042.3	2977435	351371444
1	4	1006.4	3043172	362930847
1	5	996.1	3179475	375940787
1	6	977.4	3294714	390412048
1	7	924.4	3298877	406045418
1	8	916.0	3465616	422548237
1	9	870.8	3474473	439552562
1	10	850.1	3584653	458235616
1	11	812.1	3603070	473520331
1	12	762.3	3580057	486585923
1	13	712.0	4813161	672340838
1	14	682.9	6427408	879497399
2	0	1225.0	1050430	117470536
2	1	1171.5	1085014	123496207
2	2	1067.5	1066909	128649638
2	3	1017.3	1102522	134262435
2	4	981.6	1144169	139239534
2	5	968.2	1204305	143468196
2	6	946.2	1256171	148181823
2	7	899.5	1286397	155131322
2	8	895.0	1374615	162078376
2	9	870.1	1423848	167958540
2	10	858.8	1502533	175497799
2	11	833.5	1545679	182292263
2	12	793.0	1569167	189166916
2	13	754.1	2151732	261674113
2	14	744.0	2920065	338578606
3	0	1239.1	514235	55638642
3	1	1184.5	528032	58159079
3	2	1081.8	518540	60704448
3	3	1025.1	529898	63152661
3	4	986.5	545602	64988323
3	5	973.1	570252	66101310
3	6	956.5	593523	67269513
3	7	912.8	606312	69705465
3	8	913.8	649345	72603158
3	9	885.9	668630	74980838
3	10	879.9	702125	77171829
3	11	856.6	718057	79357764
3	12	820.6	730944	82029638
3	13	785.7	1004914	112954216
3	14	776.8	1353274	144620354
4	0	1259.8	1215746	109435535
4	1	1204.0	1234354	113577585
4	2	1096.8	1192039	117478320
4	3	1040.7	1200265	121056408
4	4	998.1	1216085	123424246
4	5	987.9	1251326	123663185
4	6	972.4	1270451	122875145
4	7	939.2	1279610	124826916
4	8	943.2	1346451	128535803
4	9	923.2	1373977	131772745
4	10	913.7	1412460	134055990
4	11	897.6	1421439	135368066
4	12	864.5	1417149	137141304
4	13	840.6	1922571	184879029
4	14	835.3	2522104	230599717
5	0	1272.5	313445	30284895
5	1	1209.5	317096	31547888
5	2	1100.4	306771	32532392
5	3	1042.5	310559	33637110
5	4	1001.5	316814	34323803
5	5	994.5	329961	34646983
5	6	972.6	337426	34975541
5	7	934.8	341757	35751994
5	8	934.0	360943	36933114
5	9	914.1	371112	37909059
5	10	905.3	383171	38602693
5	11	889.4	389287	39203064
5	12	852.6	390608	39949027
5	13	824.9	533104	54064322
5	14	822.0	706831	67711641
6	0	1255.0	105330	10484190
6	1	1204.6	107613	10911837
6	2	1092.1	103990	11373459
6	3	1047.2	106064	11787472
6	4	990.7	106730	12163819
6	5	982.2	110419	12253012
6	6	958.8	111871	12176580
6	7	927.9	114096	12488455
6	8	927.6	120134	12886968
6	9	911.7	123381	13164553
6	10	903.5	131029	13738316
6	11	885.7	134022	14100456
6	12	856.9	135343	14408164
6	13	826.8	184156	19745753
6	14	811.9	240920	25097563
7	0	1263.6	399485	34872696
7	1	1212.7	407874	36229002
7	2	1101.0	393123	37508074
7	3	1049.9	398139	38697942
7	4	1007.4	402442	39425813
7	5	999.0	414400	39503974
7	6	987.7	422013	39286944
7	7	955.7	423414	39675248
7	8	964.5	446783	40944711
7	9	940.5	454143	42178047
7	10	931.9	465948	42947882
7	11	915.5	467244	43347390
7	12	882.3	465784	43937092
7	13	858.5	631029	59067843
7	14	855.4	829605	73286487
8	0	1253.8	238843	20926117
8	1	1196.0	241783	21703588
8	2	1093.9	234007	22490047
8	3	1032.7	233408	23108918
8	4	991.3	236476	23576656
8	5	977.1	240877	23453854
8	6	965.0	242857	22950305
8	7	933.2	244362	23330840
8	8	935.6	255618	23894087
8	9	918.4	260083	24350259
8	10	911.5	265843	24476429
8	11	894.4	264826	24444979
8	12	863.4	261944	24555354
8	13	845.9	354956	32973460
8	14	840.7	460256	40989729
9	0	1275.0	67311	5427830
9	1	1208.5	67843	5599334
9	2	1107.2	65419	5775847
9	3	1042.0	64853	5934168
9	4	1006.6	65769	5992323
9	5	990.2	67121	5976969
9	6	978.1	67898	5902884
9	7	940.5	67345	5917979
9	8	955.0	71131	6084083
9	9	936.3	72399	6265329
9	10	913.0	72956	6376388
9	11	908.5	73764	6412652
9	12	871.1	72808	6461897
9	13	849.8	98346	8623710
9	14	837.6	128201	10626292
10	0	1224.7	91332	7439807
10	1	1175.5	92145	7585936
10	2	1080.2	88729	7798501
10	3	1015.1	87242	7890798
10	4	975.1	87854	7941832
10	5	955.0	88548	7828393
10	6	942.2	88386	7582891
10	7	918.2	88636	7662400
10	8	919.1	91842	7792840
10	9	904.1	92859	7905498
10	10	889.6	93513	7914282
10	11	872.6	92296	7859525
10	12	846.2	90662	7829770
10	13	829.1	120980	10403941
10	14	822.8	156291	12888005
