0	0	0	0	0	6.7	580	8694089
0	0	0	0	1	6.3	116	1841118
0	0	0	1	0	2.7	459	17057049
0	0	0	1	1	2.9	78	2662097
0	0	1	0	0	7.9	2632	33523149
0	0	1	0	1	8.3	595	7146480
0	0	1	1	0	2.4	1653	68840389
0	0	1	1	1	2.4	264	10894469
0	0	2	0	0	7.3	3553	48772485
0	0	2	0	1	6.9	735	10652882
0	0	2	1	0	2.3	2060	88012891
0	0	2	1	1	2.1	298	14283591
0	0	3	0	0	5.5	2814	50704411
0	0	3	0	1	5.7	654	11529424
0	0	3	1	0	2.3	2006	88767046
0	0	3	1	1	2.2	315	14541690
0	0	4	0	0	7.5	3517	46591576
0	0	4	0	1	7.5	806	10817151
0	0	4	1	0	3.0	2718	90549060
0	0	4	1	1	3.0	445	15006500
0	0	5	0	0	9.4	3937	41667661
0	0	5	0	1	10.7	824	7723930
0	0	5	1	0	4.0	3928	97411286
0	0	5	1	1	4.1	637	15377149
0	0	6	0	0	13.1	4484	34324544
0	0	6	0	1	14.7	915	6237040
0	0	6	1	0	6.1	6054	98601531
0	0	6	1	1	7.2	974	13596492
0	0	7	0	0	22.2	6372	28735317
0	0	7	0	1	23.0	1281	5577126
0	0	7	1	0	10.8	10257	94828154
0	0	7	1	1	13.5	1802	13349728
0	0	8	0	0	41.7	11511	27587042
0	0	8	0	1	42.2	2301	5457355
0	0	8	1	0	19.4	17186	88750449
0	0	8	1	1	23.1	3012	13040237
0	0	9	0	0	79.7	23701	29736343
0	0	9	0	1	77.8	4636	5959476
0	0	9	1	0	35.1	30706	87574472
0	0	9	1	1	42.6	5646	13249423
0	0	10	0	0	142.5	42924	30113583
0	0	10	0	1	131.7	8069	6124794
0	0	10	1	0	65.9	59568	90432352
0	0	10	1	1	84.1	11971	14229467
0	0	11	0	0	234.5	64021	27300619
0	0	11	0	1	210.4	12711	6041832
0	0	11	1	0	127.2	120063	94421969
0	0	11	1	1	162.7	26145	16073793
0	0	12	0	0	367.2	88644	24142788
0	0	12	0	1	320.2	18633	5819449
0	0	12	1	0	221.9	203081	91505201
0	0	12	1	1	274.6	46110	16791864
0	0	13	0	0	515.4	106216	20607070
0	0	13	0	1	440.2	23437	5324308
0	0	13	1	0	342.2	271767	79406428
0	0	13	1	1	400.9	62771	15656601
0	0	14	0	0	700.0	115766	16538076
0	0	14	0	1	610.7	27309	4471428
0	0	14	1	0	497.1	327742	65936302
0	0	14	1	1	571.9	77795	13602919
0	0	15	0	0	884.0	113574	12847052
0	0	15	0	1	786.4	27661	3517210
0	0	15	1	0	713.1	338576	47478671
0	0	15	1	1	813.0	83556	10277351
0	0	16	0	0	1133.9	101677	8967205
0	0	16	0	1	1009.9	26012	2575778
0	0	16	1	0	984.8	328651	33373613
0	0	16	1	1	1085.8	80558	7419426
0	0	17	0	0	1320.4	69620	5272808
0	0	17	0	1	1197.1	19058	1592041
0	0	17	1	0	1307.0	313168	23959966
0	0	17	1	1	1387.1	71652	5165486
0	0	18	0	0	1468.1	46951	3198156
0	0	18	0	1	1409.1	14467	1026713
0	0	18	1	0	1707.8	444320	26016788
0	0	18	1	1	1724.8	90781	5263384
0	1	0	0	0	6.6	292	4440414
0	1	0	0	1	7.3	69	940148
0	1	0	1	0	2.6	224	8724885
0	1	0	1	1	2.4	33	1360534
0	1	1	0	0	8.6	1461	17076735
0	1	1	0	1	8.8	322	3645512
0	1	1	1	0	2.5	889	35191462
0	1	1	1	1	2.9	159	5571017
0	1	2	0	0	8.3	2064	24851217
0	1	2	0	1	7.8	423	5433076
0	1	2	1	0	2.5	1112	44925899
0	1	2	1	1	2.2	159	7305654
0	1	3	0	0	6.1	1580	25806348
0	1	3	0	1	6.6	387	5894842
0	1	3	1	0	2.4	1106	45281299
0	1	3	1	1	2.3	174	7444284
0	1	4	0	0	9.1	2140	23454855
0	1	4	0	1	9.3	514	5537929
0	1	4	1	0	3.5	1623	46226039
0	1	4	1	1	3.3	253	7768654
0	1	5	0	0	11.9	2393	20092059
0	1	5	0	1	13.2	502	3803954
0	1	5	1	0	4.8	2396	49727668
0	1	5	1	1	4.8	387	8122714
0	1	6	0	0	14.4	2424	16848341
0	1	6	0	1	15.4	476	3091153
