0	0	0	0	1.0	308	29102699
0	0	0	1	1.0	305	28676776
0	0	0	2	0.9	284	28295471
0	0	0	3	0.9	289	27871590
0	0	0	4	0.9	284	27477860
0	0	0	5	0.9	256	27125838
0	0	0	6	0.8	222	26752406
0	0	0	7	0.7	208	26409399
0	0	0	8	0.7	194	26105116
0	0	0	9	0.6	154	25787439
0	0	0	10	0.6	146	25571189
0	0	0	11	0.6	149	25474396
0	0	0	12	0.5	138	25381004
0	0	0	13	0.5	129	25257375
0	0	0	14	0.5	125	25228474
0	0	0	15	0.4	96	25136234
0	0	0	16	0.5	115	25064803
0	0	0	17	0.6	140	25038452
0	0	0	18	0.7	157	25078919
0	0	0	19	0.7	157	25110922
0	0	0	20	0.8	181	25134311
0	0	0	21	0.7	182	25240859
0	0	0	22	1.0	240	25328771
0	0	0	23	1.1	275	25381322
0	0	0	24	1.1	264	25408133
0	0	0	25	1.3	320	25375273
0	0	0	26	1.3	333	25323975
0	0	0	27	1.4	348	25214816
0	0	1	0	12.7	2479	20054176
0	0	1	1	12.5	2512	20665014
0	0	1	2	12.7	2659	21302644
0	0	1	3	12.8	2732	21735542
0	0	1	4	12.8	2807	22232880
0	0	1	5	13.5	3025	22739598
0	0	1	6	13.4	3098	23275304
0	0	1	7	13.4	3091	23329257
0	0	1	8	13.0	3042	23468336
0	0	1	9	13.2	3125	23575613
0	0	1	10	13.8	3303	23577460
0	0	1	11	13.2	3183	23483009
0	0	1	12	12.7	3053	23293442
0	0	1	13	12.9	3122	23036785
0	0	1	14	11.8	2852	22805434
0	0	1	15	11.6	2774	22576143
0	0	1	16	11.3	2701	22338068
0	0	1	17	11.9	2799	21936214
0	0	1	18	11.9	2726	21436874
0	0	1	19	11.5	2605	20926969
0	0	1	20	12.2	2711	20415664
0	0	1	21	11.8	2541	19887176
0	0	1	22	12.2	2564	19460895
0	0	1	23	12.2	2466	19070752
0	0	1	24	11.9	2361	18732012
0	0	1	25	12.8	2466	18527893
0	0	1	26	12.3	2352	18406741
0	0	1	27	13.0	2459	18323471
0	0	2	0	30.7	4074	12760491
0	0	2	1	30.3	4038	12832579
0	0	2	2	29.8	3971	12956209
0	0	2	3	28.6	3857	13234113
0	0	2	4	29.0	3962	13453435
0	0	2	5	27.7	3822	13661297
0	0	2	6	27.8	3880	13842052
0	0	2	7	27.7	4043	14551590
0	0	2	8	26.9	4078	15113028
0	0	2	9	29.4	4603	15664224
0	0	2	10	28.7	4627	16158645
0	0	2	11	28.4	4740	16691653
0	0	2	12	29.5	5085	17251515
0	0	2	13	30.5	5423	17800184
0	0	2	14	30.1	5540	18374154
0	0	2	15	31.2	5930	18973120
0	0	2	16	31.2	6094	19526693
0	0	2	17	32.9	6621	20060062
0	0	2	18	33.9	6976	20479797
0	0	2	19	34.7	7293	20930825
0	0	2	20	35.4	7625	21411670
0	0	2	21	36.9	8129	21817316
0	0	2	22	38.5	8483	21794565
0	0	2	23	39.9	8874	21848531
0	0	2	24	40.5	9038	21899292
0	0	2	25	41.2	9223	21887537
0	0	2	26	40.3	9010	21753516
0	0	2	27	39.7	8840	21553623
0	0	3	0	43.3	4787	10903712
0	0	3	1	42.9	4804	11098798
0	0	3	2	42.4	4821	11288986
0	0	3	3	40.9	4726	11485644
0	0	3	4	40.0	4712	11637755
0	0	3	5	39.8	4745	11801469
0	0	3	6	37.3	4489	11930620
0	0	3	7	38.3	4648	12015306
0	0	3	8	38.0	4615	12083894
0	0	3	9	38.7	4725	12136095
0	0	3	10	37.2	4561	12205304
0	0	3	11	36.8	4533	12279640
0	0	3	12	36.4	4515	12359361
0	0	3	13	36.5	4578	12482200
0	0	3	14	34.9	4411	12607072
0	0	3	15	33.6	4285	12762631
0	0	3	16	33.1	4299	12948038
0	0	3	17	33.6	4444	13195945
0	0	3	18	33.9	4590	13565999
0	0	3	19	31.8	4438	13877638
0	0	3	20	33.4	4749	14179048
