"COD recode (24 causes)"	"Sex (no total)"	"Race recode (White, Black)"	"Age recode with <1 year olds (5cat)"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
10	1	0	0	29	4.5	65	1442376
10	1	0	0	30	4.0	58	1451166
10	1	0	0	31	5.5	81	1464611
10	1	0	0	32	4.7	71	1523342
10	1	0	0	33	6.1	91	1501448
10	1	0	0	34	4.5	68	1508897
10	1	0	0	35	4.1	62	1518291
10	1	0	0	36	4.3	64	1500994
10	1	0	0	37	4.8	72	1509872
10	1	0	0	38	4.7	73	1538040
10	1	0	0	39	5.6	86	1525335
10	1	0	0	40	3.7	54	1471609
10	1	0	0	41	3.1	45	1455553
10	1	0	0	42	3.4	50	1461423
10	1	0	0	43	3.0	43	1442078
10	1	0	0	44	2.7	39	1437978
10	1	0	0	45	2.7	39	1442716
10	1	0	0	46	3.7	53	1451960
10	1	0	0	47	3.1	45	1442459
10	1	0	0	48	2.7	38	1419675
10	1	0	1	0	0.2	49	22716673
10	1	0	1	1	0.2	38	22555640
10	1	0	1	2	0.2	49	22373706
10	1	0	1	3	0.1	28	22143911
10	1	0	1	4	0.2	41	21781913
10	1	0	1	5	0.2	42	21348603
10	1	0	1	6	0.1	26	20907513
10	1	0	1	7	0.2	45	20462316
10	1	0	1	8	0.2	37	20022441
10	1	0	1	9	0.2	36	19679251
10	1	0	1	10	0.2	35	19371753
10	1	0	1	11	0.2	36	19130593
10	1	0	1	12	0.2	41	19034752
10	1	0	1	13	0.2	43	18985581
10	1	0	1	14	0.2	30	18983858
10	1	0	1	15	0.2	39	18960234
10	1	0	1	16	0.2	41	18872903
10	1	0	1	17	0.3	49	18816902
10	1	0	1	18	0.2	44	18903877
10	1	0	1	19	0.3	52	19075507
10	1	0	1	20	0.2	38	19291129
10	1	0	1	21	0.2	45	19539041
10	1	0	1	22	0.2	40	19894220
10	1	0	1	23	0.2	51	20211574
10	1	0	1	24	0.3	56	20519608
10	1	0	1	25	0.2	52	20749741
10	1	0	1	26	0.2	46	20887092
10	1	0	1	27	0.2	37	21013803
10	1	0	1	28	0.2	41	21113087
10	1	0	1	29	0.2	41	21212899
10	1	0	1	30	0.3	55	21336360
10	1	0	1	31	0.2	50	21384712
10	1	0	1	32	0.3	56	21341175
10	1	0	1	33	0.2	51	21359886
10	1	0	1	34	0.2	46	21337823
10	1	0	1	35	0.3	55	21300291
10	1	0	1	36	0.2	50	21222789
10	1	0	1	37	0.3	55	21162682
10	1	0	1	38	0.2	48	21136887
10	1	0	1	39	0.3	60	21174938
10	1	0	1	40	0.2	47	21228987
10	1	0	1	41	0.2	42	21231709
10	1	0	1	42	0.2	51	21180343
10	1	0	1	43	0.2	33	21137529
10	1	0	1	44	0.1	30	21080653
10	1	0	1	45	0.2	43	21019375
10	1	0	1	46	0.2	40	20944413
10	1	0	1	47	0.2	40	20898211
10	1	0	1	48	0.2	32	20869562
10	1	0	2	0	0.1	36	25897534
10	1	0	2	1	0.2	47	26701272
10	1	0	2	2	0.2	51	27504351
10	1	0	2	3	0.2	51	28346322
10	1	0	2	4	0.2	54	29171012
10	1	0	2	5	0.3	80	29973519
10	1	0	2	6	0.2	60	30772078
10	1	0	2	7	0.2	70	31554365
10	1	0	2	8	0.2	75	32220868
10	1	0	2	9	0.2	78	32695588
10	1	0	2	10	0.2	73	33213071
10	1	0	2	11	0.2	78	33626780
10	1	0	2	12	0.3	86	33980132
10	1	0	2	13	0.2	77	33794197
10	1	0	2	14	0.2	74	33714981
10	1	0	2	15	0.3	88	33661283
10	1	0	2	16	0.3	103	33652871
10	1	0	2	17	0.3	88	33605042
10	1	0	2	18	0.3	101	33378974
10	1	0	2	19	0.3	111	33049238
10	1	0	2	20	0.3	104	32635017
10	1	0	2	21	0.3	101	32296973
10	1	0	2	22	0.3	111	31997259
10	1	0	2	23	0.2	84	31703164
10	1	0	2	24	0.3	84	31440555
10	1	0	2	25	0.3	100	31213239
10	1	0	2	26	0.3	104	31021718
10	1	0	2	27	0.3	90	30839034
10	1	0	2	28	0.3	89	30725430
10	1	0	2	29	0.3	101	30651492
10	1	0	2	30	0.4	110	30551394
10	1	0	2	31	0.3	91	30549834
10	1	0	2	32	0.4	120	30614509
10	1	0	2	33	0.4	134	30706266
10	1	0	2	34	0.5	142	30807987
10	1	0	2	35	0.5	141	30899753
10	1	0	2	36	0.4	133	30975225
10	1	0	2	37	0.4	134	31057534
10	1	0	2	38	0.5	138	31211168
10	1	0	2	39	0.5	160	31407516
10	1	0	2	40	0.5	161	31598880
10	1	0	2	41	0.5	153	31747146
10	1	0	2	42	0.4	135	31932383
10	1	0	2	43	0.4	135	32059171
10	1	0	2	44	0.4	138	32168570
10	1	0	2	45	0.5	164	32268980
10	1	0	2	46	0.5	158	32307929
10	1	0	2	47	0.6	196	32348520
10	1	0	2	48	0.6	181	32328995
10	1	0	3	0	0.7	227	29952270
10	1	0	3	1	0.8	263	30057163
10	1	0	3	2	0.8	286	30161999
10	1	0	3	3	0.9	295	30261813
10	1	0	3	4	1.0	339	30357893
10	1	0	3	5	1.0	363	30426249
10	1	0	3	6	1.1	390	30496815
10	1	0	3	7	1.2	408	30662464
10	1	0	3	8	1.3	471	30863824
10	1	0	3	9	1.4	514	31280350
10	1	0	3	10	1.5	560	31614616
10	1	0	3	11	1.6	597	31874296
10	1	0	3	12	1.7	668	32037866
10	1	0	3	13	1.8	686	32658202
10	1	0	3	14	1.8	704	33101619
10	1	0	3	15	2.1	827	33558016
10	1	0	3	16	2.3	904	33974126
10	1	0	3	17	2.4	921	34435697
10	1	0	3	18	2.5	985	34910297
10	1	0	3	19	2.5	998	35456823
10	1	0	3	20	2.3	894	36020485
10	1	0	3	21	2.2	866	36647003
10	1	0	3	22	2.2	873	37399837
10	1	0	3	23	2.3	911	38238106
10	1	0	3	24	2.4	947	39068407
10	1	0	3	25	2.3	944	39923754
10	1	0	3	26	2.5	1022	40800096
10	1	0	3	27	2.3	982	41697347
10	1	0	3	28	2.6	1131	42648656
10	1	0	3	29	2.8	1218	43564261
10	1	0	3	30	3.6	1661	44455629
10	1	0	3	31	3.8	1762	45202055
10	1	0	3	32	4.0	1919	45868600
10	1	0	3	33	4.1	2034	46488470
10	1	0	3	34	4.4	2231	47042257
10	1	0	3	35	4.4	2271	47618988
10	1	0	3	36	4.3	2308	48250946
10	1	0	3	37	4.2	2299	48836707
10	1	0	3	38	4.5	2543	49235852
10	1	0	3	39	4.7	2661	49424351
10	1	0	3	40	4.7	2702	49635087
10	1	0	3	41	4.3	2573	49870628
10	1	0	3	42	4.6	2803	50004057
10	1	0	3	43	4.4	2679	49765139
10	1	0	3	44	4.8	2917	49644251
10	1	0	3	45	5.1	3132	49563694
10	1	0	3	46	5.1	3099	49569502
10	1	0	3	47	5.0	3046	49531705
10	1	0	3	48	4.9	3023	49464657
10	1	0	4	0	5.7	526	10391855
10	1	0	4	1	6.5	615	10700548
10	1	0	4	2	7.4	734	11009079
10	1	0	4	3	8.0	817	11316580
10	1	0	4	4	9.5	999	11628408
10	1	0	4	5	10.4	1141	11968483
10	1	0	4	6	11.4	1290	12309822
10	1	0	4	7	13.0	1482	12579440
10	1	0	4	8	14.7	1728	12920792
10	1	0	4	9	16.4	1996	13248277
10	1	0	4	10	20.0	2512	13589965
10	1	0	4	11	23.6	3033	13928947
10	1	0	4	12	26.0	3439	14216984
10	1	0	4	13	29.0	3951	14528572
10	1	0	4	14	33.6	4688	14837833
10	1	0	4	15	37.3	5345	15115303
10	1	0	4	16	42.9	6291	15395084
10	1	0	4	17	46.8	7047	15694954
10	1	0	4	18	49.5	7638	16007992
10	1	0	4	19	53.6	8448	16253900
10	1	0	4	20	47.9	7721	16529349
10	1	0	4	21	45.9	7589	16819540
10	1	0	4	22	46.9	7981	17087147
10	1	0	4	23	45.5	7955	17334533
10	1	0	4	24	47.2	8451	17571770
10	1	0	4	25	45.3	8274	17742449
10	1	0	4	26	45.7	8511	17905510
10	1	0	4	27	45.9	8720	18036430
10	1	0	4	28	46.0	8887	18105523
10	1	0	4	29	47.7	9316	18145241
10	1	0	4	30	60.3	11914	18167290
10	1	0	4	31	60.6	12104	18217921
10	1	0	4	32	61.4	12269	18230599
10	1	0	4	33	64.2	12881	18249792
10	1	0	4	34	63.0	12783	18318944
10	1	0	4	35	59.8	12162	18385195
10	1	0	4	36	60.5	12466	18493690
10	1	0	4	37	59.5	12363	18646336
10	1	0	4	38	58.6	12348	18868846
10	1	0	4	39	59.5	12664	19229113
10	1	0	4	40	57.9	12439	19534726
10	1	0	4	41	55.9	12196	19833441
10	1	0	4	42	56.0	12428	20128961
10	1	0	4	43	55.1	12400	20851216
10	1	0	4	44	57.5	13163	21426356
10	1	0	4	45	57.1	13287	22017519
10	1	0	4	46	58.7	13931	22575125
10	1	0	4	47	55.8	13399	23178737
10	1	0	4	48	56.7	13895	23795689
10	1	1	0	0	43.8	104	237346
10	1	1	0	1	54.6	130	238064
10	1	1	0	2	46.5	116	249464
10	1	1	0	3	46.2	109	235835
10	1	1	0	4	43.1	98	227511
10	1	1	0	5	51.8	114	219887
10	1	1	0	6	57.6	130	225822
10	1	1	0	7	67.3	152	225904
10	1	1	0	8	61.0	146	239266
10	1	1	0	9	58.8	142	241557
10	1	1	0	10	17.8	45	252616
10	1	1	0	11	15.3	41	268560
10	1	1	0	12	23.7	63	265989
10	1	1	0	13	14.1	38	269478
10	1	1	0	14	14.9	40	267749
10	1	1	0	15	15.2	40	262563
10	1	1	0	16	17.0	46	270801
10	1	1	0	17	12.4	34	274717
10	1	1	0	18	12.8	36	281418
10	1	1	0	19	15.5	45	290812
10	1	1	0	20	18.1	56	309040
10	1	1	0	21	14.3	45	313730
10	1	1	0	22	15.2	48	315038
10	1	1	0	23	14.6	46	314688
10	1	1	0	24	12.5	39	311894
10	1	1	0	25	13.1	40	304285
10	1	1	0	26	15.0	44	294030
10	1	1	0	27	9.2	26	282378
10	1	1	0	28	8.3	24	287557
10	1	1	0	29	12.4	36	290717
10	1	1	0	30	15.4	46	297942
10	1	1	0	31	16.7	51	306024
10	1	1	0	32	18.6	59	316708
10	1	1	0	33	13.0	40	308227
10	1	1	0	34	17.1	52	304284
10	1	1	0	35	13.2	41	310300
10	1	1	0	36	19.5	62	318126
10	1	1	0	37	14.7	48	326678
10	1	1	0	38	15.5	53	341912
10	1	1	0	39	14.9	51	343420
10	1	1	0	40	12.8	43	337020
10	1	1	0	41	13.1	43	329259
10	1	1	0	42	7.6	25	329014
10	1	1	0	43	7.3	24	328219
10	1	1	0	44	7.3	24	329986
10	1	1	0	45	7.8	26	333275
10	1	1	0	46	8.1	27	335120
10	1	1	0	47	9.3	31	333635
10	1	1	0	48	7.3	24	327399
10	1	1	1	0	 	 	3757708
10	1	1	1	1	0.4	14	3757240
10	1	1	1	2	0.7	24	3745257
10	1	1	1	3	0.4	16	3734829
10	1	1	1	4	0.4	16	3710056
10	1	1	1	5	0.4	13	3675532
10	1	1	1	6	0.4	13	3644249
10	1	1	1	7	0.4	13	3605142
10	1	1	1	8	 	 	3559049
10	1	1	1	9	0.3	10	3528769
10	1	1	1	10	0.4	13	3504699
10	1	1	1	11	 	 	3533385
10	1	1	1	12	0.4	15	3533902
10	1	1	1	13	0.3	12	3545297
10	1	1	1	14	0.5	17	3562620
10	1	1	1	15	0.5	19	3578246
10	1	1	1	16	0.4	15	3591572
10	1	1	1	17	 	 	3594559
10	1	1	1	18	0.4	17	3619324
10	1	1	1	19	0.5	17	3662192
10	1	1	1	20	0.5	19	3722730
10	1	1	1	21	 	 	3812457
10	1	1	1	22	0.4	16	3938137
10	1	1	1	23	0.4	17	4051833
10	1	1	1	24	0.4	19	4165492
10	1	1	1	25	0.4	20	4261262
10	1	1	1	26	0.4	17	4331930
10	1	1	1	27	0.4	19	4398459
10	1	1	1	28	0.4	19	4443342
10	1	1	1	29	0.4	20	4493570
10	1	1	1	30	0.3	13	4545516
10	1	1	1	31	0.4	18	4578344
10	1	1	1	32	0.4	17	4590249
10	1	1	1	33	0.5	25	4610216
10	1	1	1	34	0.4	19	4612506
10	1	1	1	35	0.4	18	4598608
10	1	1	1	36	0.3	14	4571856
10	1	1	1	37	0.4	16	4559434
10	1	1	1	38	0.2	11	4558864
10	1	1	1	39	0.4	17	4578047
10	1	1	1	40	0.5	24	4609091
10	1	1	1	41	0.3	14	4637231
10	1	1	1	42	0.3	14	4646777
10	1	1	1	43	0.3	12	4655493
10	1	1	1	44	0.3	12	4662295
10	1	1	1	45	0.3	12	4672223
10	1	1	1	46	0.3	16	4675936
10	1	1	1	47	0.4	18	4690640
10	1	1	1	48	0.2	11	4711562
10	1	1	2	0	0.6	18	3543134
10	1	1	2	1	0.8	26	3692461
10	1	1	2	2	0.5	19	3840515
10	1	1	2	3	0.7	26	3997239
10	1	1	2	4	0.7	28	4146504
10	1	1	2	5	0.7	27	4305920
10	1	1	2	6	0.5	20	4473999
10	1	1	2	7	0.6	28	4630207
10	1	1	2	8	0.6	25	4774916
10	1	1	2	9	0.9	39	4910487
10	1	1	2	10	0.5	23	5046284
10	1	1	2	11	0.5	25	5241939
10	1	1	2	12	0.9	47	5358935
10	1	1	2	13	1.0	49	5424696
10	1	1	2	14	1.0	52	5479942
10	1	1	2	15	0.8	42	5522506
10	1	1	2	16	1.2	64	5557297
10	1	1	2	17	1.2	65	5597985
10	1	1	2	18	1.5	80	5623993
10	1	1	2	19	1.1	64	5634945
10	1	1	2	20	1.3	74	5618123
10	1	1	2	21	1.0	55	5610381
10	1	1	2	22	1.1	64	5621272
10	1	1	2	23	1.2	70	5640348
10	1	1	2	24	1.0	56	5659672
10	1	1	2	25	1.0	58	5681791
10	1	1	2	26	0.9	55	5709874
10	1	1	2	27	0.9	52	5736780
10	1	1	2	28	1.0	60	5770316
10	1	1	2	29	1.2	68	5800211
10	1	1	2	30	1.1	63	5818582
10	1	1	2	31	1.1	64	5847533
10	1	1	2	32	1.2	68	5893110
10	1	1	2	33	1.2	69	5956238
10	1	1	2	34	1.1	68	6022682
10	1	1	2	35	1.3	75	6113397
10	1	1	2	36	1.3	78	6201180
10	1	1	2	37	1.0	64	6285670
10	1	1	2	38	1.2	74	6378515
10	1	1	2	39	1.3	84	6475565
10	1	1	2	40	1.2	76	6574541
10	1	1	2	41	1.0	66	6657040
10	1	1	2	42	1.2	80	6734485
10	1	1	2	43	0.9	62	6803641
10	1	1	2	44	1.0	65	6870611
10	1	1	2	45	0.9	58	6928555
10	1	1	2	46	1.1	75	6977236
10	1	1	2	47	1.0	67	7030443
10	1	1	2	48	0.9	62	7069530
10	1	1	3	0	2.5	84	3284890
10	1	1	3	1	3.0	105	3328940
10	1	1	3	2	3.2	117	3371887
10	1	1	3	3	2.9	105	3411522
10	1	1	3	4	3.7	137	3448585
10	1	1	3	5	3.6	135	3484139
10	1	1	3	6	3.6	135	3514224
10	1	1	3	7	5.3	202	3565945
10	1	1	3	8	4.6	183	3616116
10	1	1	3	9	5.1	202	3673857
10	1	1	3	10	5.3	210	3735244
10	1	1	3	11	5.8	242	3822044
10	1	1	3	12	6.2	259	3869244
10	1	1	3	13	7.0	298	3957013
10	1	1	3	14	7.6	336	4045855
10	1	1	3	15	8.7	381	4145632
10	1	1	3	16	7.5	339	4249281
10	1	1	3	17	8.8	401	4364048
10	1	1	3	18	8.9	412	4477407
10	1	1	3	19	9.2	430	4594964
10	1	1	3	20	8.5	400	4722713
10	1	1	3	21	8.0	387	4866471
10	1	1	3	22	7.8	389	5034757
10	1	1	3	23	7.8	397	5217524
10	1	1	3	24	7.2	378	5396521
10	1	1	3	25	7.5	398	5584600
10	1	1	3	26	7.8	432	5773323
10	1	1	3	27	8.0	446	5959444
10	1	1	3	28	9.7	564	6155603
10	1	1	3	29	9.5	567	6347512
10	1	1	3	30	11.3	697	6542602
10	1	1	3	31	12.3	784	6722364
10	1	1	3	32	12.6	829	6893731
10	1	1	3	33	12.7	863	7053048
10	1	1	3	34	12.6	891	7206433
10	1	1	3	35	12.3	898	7360826
10	1	1	3	36	12.0	906	7529144
10	1	1	3	37	11.8	928	7702251
10	1	1	3	38	11.9	964	7856495
10	1	1	3	39	11.7	986	7991139
10	1	1	3	40	11.1	967	8116487
10	1	1	3	41	10.2	926	8241305
10	1	1	3	42	10.0	929	8343107
10	1	1	3	43	10.1	956	8425914
10	1	1	3	44	10.3	992	8502646
10	1	1	3	45	10.3	1025	8583085
10	1	1	3	46	10.8	1080	8673568
10	1	1	3	47	11.0	1127	8748628
10	1	1	3	48	9.9	1026	8824720
10	1	1	4	0	10.8	82	841551
10	1	1	4	1	9.1	77	878751
10	1	1	4	2	13.7	109	915783
10	1	1	4	3	15.1	135	950790
10	1	1	4	4	18.9	165	985992
10	1	1	4	5	20.6	186	1027904
10	1	1	4	6	23.8	225	1066340
10	1	1	4	7	32.8	310	1099453
10	1	1	4	8	34.5	342	1139341
10	1	1	4	9	37.6	387	1178816
10	1	1	4	10	44.5	473	1218798
10	1	1	4	11	55.4	602	1252321
10	1	1	4	12	59.4	657	1281834
10	1	1	4	13	62.8	718	1312755
10	1	1	4	14	74.2	884	1342118
10	1	1	4	15	84.9	1032	1370197
10	1	1	4	16	96.3	1198	1396952
10	1	1	4	17	95.4	1211	1426920
10	1	1	4	18	109.9	1443	1456501
10	1	1	4	19	107.8	1454	1486039
10	1	1	4	20	98.7	1362	1514800
10	1	1	4	21	94.9	1345	1542420
10	1	1	4	22	93.1	1362	1571800
10	1	1	4	23	93.1	1408	1601278
10	1	1	4	24	94.5	1465	1629713
10	1	1	4	25	92.4	1464	1655179
10	1	1	4	26	93.4	1518	1681609
10	1	1	4	27	96.7	1609	1707799
10	1	1	4	28	100.3	1703	1731507
10	1	1	4	29	107.9	1871	1754370
10	1	1	4	30	135.1	2384	1773388
10	1	1	4	31	135.0	2424	1798709
10	1	1	4	32	125.6	2272	1821726
10	1	1	4	33	133.6	2437	1842997
10	1	1	4	34	130.0	2401	1869516
10	1	1	4	35	122.3	2287	1894198
10	1	1	4	36	124.4	2375	1930726
10	1	1	4	37	119.9	2335	1966435
10	1	1	4	38	118.7	2360	2006642
10	1	1	4	39	118.5	2411	2057845
10	1	1	4	40	111.2	2323	2107377
10	1	1	4	41	105.0	2261	2165125
10	1	1	4	42	103.3	2280	2226001
10	1	1	4	43	97.6	2220	2321170
10	1	1	4	44	96.3	2275	2419080
10	1	1	4	45	93.2	2296	2526001
10	1	1	4	46	92.7	2351	2641488
10	1	1	4	47	91.2	2391	2760651
10	1	1	4	48	88.6	2428	2874676
11	0	0	0	0	 	 	1514641
11	0	0	0	1	 	 	1520117
11	0	0	0	2	 	 	1553592
11	0	0	0	3	 	 	1413121
11	0	0	0	4	 	 	1330370
11	0	0	0	5	 	 	1307809
11	0	0	0	6	 	 	1346332
11	0	0	0	7	 	 	1325561
11	0	0	0	8	 	 	1394848
11	0	0	0	9	 	 	1412505
11	0	0	0	10	 	 	1448419
11	0	0	0	11	 	 	1493786
11	0	0	0	12	 	 	1516142
11	0	0	0	13	 	 	1525865
11	0	0	0	14	 	 	1526163
11	0	0	0	15	 	 	1491206
11	0	0	0	16	 	 	1534172
11	0	0	0	17	 	 	1536973
11	0	0	0	18	1.3	20	1529082
11	0	0	0	19	1.5	23	1541190
11	0	0	0	20	1.7	27	1567669
11	0	0	0	21	1.1	18	1624007
11	0	0	0	22	0.7	12	1625478
11	0	0	0	23	0.9	14	1606157
11	0	0	0	24	0.8	12	1574670
11	0	0	0	25	1.0	16	1551711
11	0	0	0	26	0.8	13	1539528
11	0	0	0	27	 	 	1524669
11	0	0	0	28	 	 	1519823
11	0	0	0	29	 	 	1521486
11	0	0	0	30	 	 	1527801
11	0	0	0	31	 	 	1541238
11	0	0	0	32	 	 	1594490
11	0	0	0	33	 	 	1572249
11	0	0	0	34	 	 	1582125
11	0	0	0	35	 	 	1591206
11	0	0	0	36	 	 	1574764
11	0	0	0	37	 	 	1582557
11	0	0	0	38	 	 	1612525
11	0	0	0	39	 	 	1595501
11	0	0	0	40	 	 	1540088
11	0	0	0	41	 	 	1522490
11	0	0	0	42	 	 	1534654
11	0	0	0	43	 	 	1510617
11	0	0	0	44	 	 	1505703
11	0	0	0	45	 	 	1516827
11	0	0	0	46	 	 	1522072
11	0	0	0	47	 	 	1512444
11	0	0	0	48	 	 	1489721
11	0	0	1	0	 	 	23728170
11	0	0	1	1	 	 	23574128
11	0	0	1	2	 	 	23392871
11	0	0	1	3	 	 	23167157
11	0	0	1	4	 	 	22799887
11	0	0	1	5	 	 	22361343
11	0	0	1	6	 	 	21913505
11	0	0	1	7	 	 	21458208
11	0	0	1	8	 	 	21009347
11	0	0	1	9	 	 	20665104
11	0	0	1	10	 	 	20350287
11	0	0	1	11	 	 	20121485
11	0	0	1	12	 	 	20028472
11	0	0	1	13	 	 	19989691
11	0	0	1	14	 	 	19994853
11	0	0	1	15	 	 	19980565
11	0	0	1	16	 	 	19895646
11	0	0	1	17	 	 	19838957
11	0	0	1	18	0.2	51	19934523
11	0	0	1	19	0.2	49	20120944
11	0	0	1	20	0.2	42	20349453
11	0	0	1	21	0.2	34	20612902
11	0	0	1	22	0.3	65	20986491
11	0	0	1	23	0.3	72	21317771
11	0	0	1	24	0.4	80	21633347
11	0	0	1	25	0.4	89	21874749
11	0	0	1	26	0.4	84	22017868
11	0	0	1	27	0.3	66	22150364
11	0	0	1	28	0.2	36	22253331
11	0	0	1	29	0.1	14	22355932
11	0	0	1	30	0.1	18	22486645
11	0	0	1	31	 	 	22535184
11	0	0	1	32	 	 	22485328
11	0	0	1	33	 	 	22495077
11	0	0	1	34	 	 	22461424
11	0	0	1	35	 	 	22415201
11	0	0	1	36	 	 	22321770
11	0	0	1	37	 	 	22253511
11	0	0	1	38	 	 	22221328
11	0	0	1	39	 	 	22251257
11	0	0	1	40	 	 	22296668
11	0	0	1	41	 	 	22283642
11	0	0	1	42	 	 	22207104
11	0	0	1	43	 	 	22155927
11	0	0	1	44	 	 	22084717
11	0	0	1	45	 	 	22012952
11	0	0	1	46	 	 	21933659
11	0	0	1	47	 	 	21886847
11	0	0	1	48	 	 	21860045
11	0	0	2	0	 	 	25291136
11	0	0	2	1	 	 	26326736
11	0	0	2	2	 	 	27361341
11	0	0	2	3	 	 	28433226
11	0	0	2	4	 	 	29360222
11	0	0	2	5	 	 	30248159
11	0	0	2	6	 	 	31101972
11	0	0	2	7	 	 	31946673
11	0	0	2	8	 	 	32657834
11	0	0	2	9	 	 	33159764
11	0	0	2	10	 	 	33731518
11	0	0	2	11	 	 	34164079
11	0	0	2	12	 	 	34578968
11	0	0	2	13	 	 	34437172
11	0	0	2	14	 	 	34436271
11	0	0	2	15	 	 	34453909
11	0	0	2	16	 	 	34506384
11	0	0	2	17	 	 	34544066
11	0	0	2	18	9.4	3369	34363469
11	0	0	2	19	10.8	3881	34073536
11	0	0	2	20	14.1	5064	33703966
11	0	0	2	21	15.1	5452	33421011
11	0	0	2	22	16.7	6046	33158851
11	0	0	2	23	17.7	6386	32955984
11	0	0	2	24	18.7	6719	32726539
11	0	0	2	25	18.8	6706	32534235
11	0	0	2	26	18.0	6381	32396208
11	0	0	2	27	11.1	3871	32254941
11	0	0	2	28	4.9	1663	32186601
11	0	0	2	29	3.2	1068	32163671
11	0	0	2	30	3.0	996	32134229
11	0	0	2	31	2.4	787	32204972
11	0	0	2	32	2.0	663	32288497
11	0	0	2	33	1.7	563	32370952
11	0	0	2	34	1.6	514	32391965
11	0	0	2	35	1.3	425	32508241
11	0	0	2	36	1.2	369	32566411
11	0	0	2	37	1.1	341	32656817
11	0	0	2	38	0.9	295	32779366
11	0	0	2	39	0.9	275	32965297
11	0	0	2	40	0.7	228	33126950
11	0	0	2	41	0.7	221	33257744
11	0	0	2	42	0.6	186	33446766
11	0	0	2	43	0.6	195	33615418
11	0	0	2	44	0.6	191	33748998
11	0	0	2	45	0.5	172	33872312
11	0	0	2	46	0.5	163	33936061
11	0	0	2	47	0.5	159	34000041
11	0	0	2	48	0.4	137	33984692
11	0	0	3	0	 	 	28027361
11	0	0	3	1	 	 	28124642
11	0	0	3	2	 	 	28221459
11	0	0	3	3	 	 	28323666
11	0	0	3	4	 	 	28418381
11	0	0	3	5	 	 	28486408
11	0	0	3	6	 	 	28557458
11	0	0	3	7	 	 	28729712
11	0	0	3	8	 	 	28944324
11	0	0	3	9	 	 	29373347
11	0	0	3	10	 	 	29718173
11	0	0	3	11	 	 	29983012
11	0	0	3	12	 	 	30191996
11	0	0	3	13	 	 	30865437
11	0	0	3	14	 	 	31362331
11	0	0	3	15	 	 	31875419
11	0	0	3	16	 	 	32352403
11	0	0	3	17	 	 	32885813
11	0	0	3	18	15.3	5056	33446770
11	0	0	3	19	18.6	6292	34073789
11	0	0	3	20	25.2	8733	34731073
11	0	0	3	21	29.0	10338	35451310
11	0	0	3	22	32.5	11936	36291875
11	0	0	3	23	35.3	13341	37216167
11	0	0	3	24	36.9	14307	38103478
11	0	0	3	25	39.9	15857	39003054
11	0	0	3	26	38.9	15823	39921038
11	0	0	3	27	25.1	10460	40859406
11	0	0	3	28	11.4	4829	41850330
11	0	0	3	29	9.2	3965	42796685
11	0	0	3	30	10.1	4420	43712855
11	0	0	3	31	9.9	4389	44478901
11	0	0	3	32	9.5	4285	45168468
11	0	0	3	33	9.5	4288	45783871
11	0	0	3	34	9.3	4243	46321531
11	0	0	3	35	8.6	3955	46917401
11	0	0	3	36	8.1	3804	47566183
11	0	0	3	37	7.7	3631	48157096
11	0	0	3	38	6.8	3255	48557957
11	0	0	3	39	6.1	2961	48745516
11	0	0	3	40	5.4	2665	48946733
11	0	0	3	41	5.0	2480	49175113
11	0	0	3	42	4.4	2208	49295232
11	0	0	3	43	4.1	2125	49080757
11	0	0	3	44	4.0	2032	48981311
11	0	0	3	45	3.8	1960	48931554
11	0	0	3	46	3.6	1860	48991717
11	0	0	3	47	3.4	1775	48994751
11	0	0	3	48	3.0	1589	48968062
11	0	0	4	0	 	 	7511561
11	0	0	4	1	 	 	7646350
11	0	0	4	2	 	 	7780919
11	0	0	4	3	 	 	7914369
11	0	0	4	4	 	 	8051446
11	0	0	4	5	 	 	8208800
11	0	0	4	6	 	 	8365755
11	0	0	4	7	 	 	8542272
11	0	0	4	8	 	 	8746247
11	0	0	4	9	 	 	8941410
11	0	0	4	10	 	 	9155543
11	0	0	4	11	 	 	9366962
11	0	0	4	12	 	 	9533505
11	0	0	4	13	 	 	9722669
11	0	0	4	14	 	 	9923904
11	0	0	4	15	 	 	10101619
11	0	0	4	16	 	 	10296803
11	0	0	4	17	 	 	10518414
11	0	0	4	18	1.7	203	10750480
11	0	0	4	19	1.9	232	10928399
11	0	0	4	20	1.9	243	11137779
11	0	0	4	21	1.9	256	11350917
11	0	0	4	22	2.3	301	11566544
11	0	0	4	23	2.5	341	11777005
11	0	0	4	24	2.4	330	11997536
11	0	0	4	25	2.3	321	12173070
11	0	0	4	26	2.6	364	12362101
11	0	0	4	27	1.8	255	12517027
11	0	0	4	28	1.1	153	12624403
11	0	0	4	29	1.0	133	12717923
11	0	0	4	30	1.3	176	12797066
11	0	0	4	31	1.3	173	12903454
11	0	0	4	32	1.3	178	13010642
11	0	0	4	33	1.2	167	13123017
11	0	0	4	34	1.5	201	13282081
11	0	0	4	35	1.5	206	13443735
11	0	0	4	36	1.4	205	13639547
11	0	0	4	37	1.5	218	13864652
11	0	0	4	38	1.6	242	14154596
11	0	0	4	39	1.6	252	14572265
11	0	0	4	40	1.7	276	14934885
11	0	0	4	41	1.5	249	15293170
11	0	0	4	42	1.7	280	15651711
11	0	0	4	43	1.6	286	16404082
11	0	0	4	44	1.6	295	17013332
11	0	0	4	45	1.8	342	17610475
11	0	0	4	46	2.0	384	18179393
